birthyear,birthSex,ethnicityomb,raceomb_002,dscore,Mn_RT_all_3467,N_3467,PCT_error_3467,pct_300,pct_400,pct_2K,pct_3K,pct_4K,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,Mn_RT_all_3,Mn_RT_all_4,Mn_RT_all_6,Mn_RT_all_7,Mn_RT_correct_3,Mn_RT_correct_4,Mn_RT_correct_6,Mn_RT_correct_7,N_ERROR_3,N_ERROR_4,N_ERROR_6,N_ERROR_7,countrycit_num,countryres_num,edu,edu_14,politicalid_7,religion2014,religionid
1997,1,2,2,0.380749827,750.4916667,120,5.833333333,0,0,0,0,0,4,4,5,5,2,6,1,1,1,2,1,0,785.2,647.125,824.9,799.3,785.2,632,815.0526316,744.4,0,1,1,5,1,1,7,7,4,2,3
1997,2,2,6,0.380891437,690.5,120,10.83333333,0,1.666666667,0,0,0,4,4,5,5,2,5,2,1,1,2,1,0,901.2,651.95,781.7,578.1,874.6111111,612.5142857,733.6666667,536.8055556,2,5,2,4,1,1,7,7,7,7,1
1996,2,1,6,0.381021117,858.4666667,120,10,0,0,1.666666667,1.666666667,0.833333333,1,4,4,5,2,3,4,1,1,2,1,2,1257.25,764.75,726.5,818.775,1250.588235,735.5135135,714.0526316,775.8571429,3,3,1,5,1,1,5,5,5,3,2
1942,1,2,6,0.381059347,1361.183333,120,1.666666667,0,0,7.5,5,1.666666667,4,3,4,5,2,11,11,1,2,2,1,0,1655.45,1023.575,1907.65,1278.425,1655.45,950.2307692,1886.157895,1278.425,0,1,1,0,1,1,11,11,2,5,3
1989,2,2,6,0.381078246,1055.475,120,1.666666667,0,0,5,1.666666667,0.833333333,4,4,4,5,2,11,4,1,2,2,1,0,1108.157895,882.35,1012.45,656.175,1108.157895,817.4871795,1012.45,656.175,0,1,0,0,1,1,7,7,6,7,2
2001,1,2,6,0.381107822,1081.816667,120,9.166666667,0,0,7.5,2.5,1.666666667,6,2,5,4,2,11,1,1,1,2,1,0,1226.5,1225.625,1102.85,855.15,1219.578947,1114.4,1027.5,833.8378378,1,5,2,3,1,1,5,5,2,2,2
1988,2,2,2,0.381115365,794.65,120,0,0,0,2.5,0.833333333,0.833333333,4,4,4,5,2,1,11,1,1,2,1,1,1135.75,753.175,871.4,627.2,1135.75,753.175,871.4,627.2,0,0,0,0,232,232,9,9,4,7,2
1996,1,2,5,0.381177077,1480.266667,120,14.16666667,0,0,20.83333333,11.66666667,1.666666667,5,2,4,5,2,6,11,1,2,2,2,1,1924.75,1517.375,1530.7,1195.7,1761.941176,1373.205882,1552.894737,1143.848485,3,6,1,7,1,1,7,7,5,3,3
1960,2,2,6,0.381317089,1183.825,120,3.333333333,0,0,5,1.666666667,0.833333333,2,2,3,4,2,2,11,1,1,2,1,0,1233.8,1007.175,1521.7,1166.55,1191.368421,995.3076923,1521.7,1135.605263,1,1,0,2,1,1,5,5,6,2,3
1992,2,2,6,0.381414771,1084.95,120,2.5,0,0,8.333333333,0.833333333,0,5,3,4,4,2,4,11,1,2,2,1,0,997.45,1016.45,1290.4,1094.475,997.45,997.3076923,1290.4,1059.289474,0,1,0,2,1,1,14,14,3,2,3
2000,2,2,6,0.381444122,860.8,120,12.5,0,0,3.333333333,0,0,4,4,3,5,2,3,1,1,1,2,1,0,925.5,716.35,1126.85,839.875,897.5789474,676.1388889,1016.9375,751.5882353,1,4,4,6,1,1,5,5,1,3,3
1965,2,1,6,0.381553989,884.8333333,120,2.5,0,0,2.5,0,0,4,4,4,5,2,10,6,1,2,2,1,4,881.05,793.5,1020.8,910.075,881.05,736.8947368,1020.8,879.2820513,0,2,0,1,1,1,6,6,4,2,3
2000,1,2,6,0.381743026,879.7083333,120,7.5,0,0.833333333,2.5,1.666666667,1.666666667,5,3,5,5,2,11,1,1,1,2,1,1,624.9,887.25,1206,836.425,624.9,694.6153846,1154.823529,778.0571429,0,1,3,5,1,1,5,5,6,5,2
1978,1,1,6,0.381748336,960.05,120,5.833333333,0,0,2.5,0.833333333,0,7,7,4,5,1,7,7,1,2,2,1,1,1282.7,901.15,843.15,916.075,1230.666667,891.4871795,843.15,837.75,2,1,0,4,1,1,7,7,6,7,1
1974,1,2,6,0.381791086,718.6416667,120,6.666666667,0,0,0.833333333,0.833333333,0,5,4,3,4,2,8,8,1,1,4,1,0,993.85,670.3,678.3,649.55,794.5882353,664.4871795,646.6666667,634.0526316,3,1,2,2,225,225,9,9,2,7,1
2001,2,2,6,0.381794048,892.9333333,120,11.66666667,0,0,4.166666667,0,0,4,4,4,5,2,5,1,1,1,2,1,0,959.95,722.025,1126.4,913.6,917.3684211,654.7142857,1077,886.0833333,1,5,4,4,1,1,5,5,3,2,2
1998,1,1,6,0.381918356,677.375,120,1.666666667,0,0,0,0,0,4,6,5,5,2,4,2,1,1,2,1,0,766.2,681.8,632.05,651.2,743.4210526,681.8,632.05,645.5384615,1,0,0,1,1,1,7,7,7,7,1
1983,2,1,6,0.381931607,963.525,120,5.833333333,0,0,4.166666667,0.833333333,0.833333333,4,4,4,5,1,6,7,1,1,2,1,0,912.45,849.3,1175.05,997.525,886.8947368,832.4473684,1142.263158,983.3783784,1,2,1,3,1,1,10,10,6,2,2
1992,2,2,8,0.381973589,720.5666667,120,1.666666667,0,0,2.5,1.666666667,0,4,2,4,4,2,3,5,6,1,5,1,4,796.45,580.6,934.85,715.45,796.45,580.6,928.2105263,702.5897436,0,0,1,1,1,1,8,8,4,8,3
1994,1,3,3,0.382081564,1413.25,120,10.83333333,0,0,10.83333333,0,0,5,4,5,5,2,1,7,6,1,2,1,1,1392.2,1272.325,1408.4,1567.125,1392.2,1181.264706,1381.947368,1465.264706,0,6,1,6,100,100,7,7,4,4,2
1990,1,2,6,0.38223071,894.8833333,120,0.833333333,0,0,2.5,0.833333333,0,4,3,3,4,2,4,6,1,2,2,1,0,1276.7,795.525,892.8,804.375,1276.7,795.525,892.8,742.3846154,0,0,0,1,104,225,12,12,6,2,2
2000,2,2,6,0.382246639,668.8,120,10,0,12.5,2.5,0,0,4,4,5,5,2,1,2,1,1,2,1,0,712,729.1,565,638.8,676.1176471,736.0540541,563.1176471,603.0540541,3,3,3,3,1,1,5,5,1,2,3
1989,2,2,6,0.382253657,1136.108333,120,3.333333333,0,0,5.833333333,2.5,0.833333333,5,1,3,4,2,9,6,1,1,2,1,0,957.6,1019.175,1238.35,1291.175,957.6,798.0526316,1238.35,1270.789474,0,2,0,2,1,1,7,7,4,2,1
1991,2,2,2,0.38227973,835.8916667,120,5.833333333,0,0,0.833333333,0,0,4,4,5,3,2,7,11,6,1,6,1,0,962.5,868.475,793,761.45,911.5555556,847.1052632,748.5789474,738.7368421,2,2,1,2,14,225,9,9,5,7,1
1998,2,1,6,0.382392293,783.3583333,120,12.5,0,0,1.666666667,1.666666667,0.833333333,1,1,5,5,2,1,1,1,1,6,2,0,1159.3,547.225,1005.25,720.575,824.5294118,527.8108108,851.5294118,671.9705882,3,3,3,6,1,1,6,6,4,3,2
2000,1,2,6,0.382496124,840.8166667,120,2.5,0,0,1.666666667,0,0,4,3,4,5,2,1,1,1,2,2,1,0,868.75,734.675,1046.15,830.325,868.75,718.9487179,1012.105263,789.8717949,0,1,1,1,1,1,4,4,4,3,2
1974,2,2,6,0.38252855,1267.716667,120,1.666666667,0,0,9.166666667,2.5,1.666666667,4,3,5,5,1,11,6,1,2,2,1,4,1234.65,1089.375,1699.7,1246.6,1234.65,1089.375,1673.421053,1237.307692,0,0,1,1,1,1,6,6,6,3,3
1968,2,2,6,0.382697392,1125.958333,120,1.666666667,0,0,7.5,3.333333333,0.833333333,4,3,4,3,2,3,11,1,1,4,1,4,836.95,1170.15,1265.95,1156.275,836.95,1098.25641,1265.95,1108.282051,0,1,0,1,1,1,5,5,7,7,1
2000,1,2,6,0.382779236,936.775,120,20.83333333,0,0,4.166666667,2.5,0.833333333,7,7,4,4,2,6,1,1,2,2,1,0,805.15,749.175,916.9,1200.125,769.1111111,609.7096774,865.1875,1208.1,2,9,4,10,1,1,5,5,3,2,2
1998,1,2,3,0.382792611,933.2,120,0.833333333,0.833333333,0.833333333,5,2.5,0,7,4,3,5,2,7,1,1,2,2,1,0,1250.95,916.15,955.25,780.35,1250.95,916.15,955.25,767.6153846,0,0,0,1,1,1,5,5,6,4,3
1965,1,2,6,0.38286269,1053.075,120,6.666666667,0,0,6.666666667,0.833333333,0,4,4,4,5,1,10,6,1,2,2,1,0,1102.3,881.3,1323.15,1065.2,1102.3,847.4358974,1163.5625,970.972973,0,1,4,3,39,1,5,5,6,7,2
1990,2,1,6,0.382898718,858.5416667,120,17.5,0.833333333,1.666666667,1.666666667,0,0,4,2,5,2,2,3,11,1,2,2,1,1,925,890.875,719.85,862.325,909.8947368,781.7916667,702.4210526,848.1891892,1,16,1,3,1,1,9,9,6,7,1
1994,1,2,6,0.382902595,1054.041667,120,3.333333333,0,0,5,0.833333333,0.833333333,4,3,3,2,2,4,7,1,1,2,1,0,1338.85,1057.55,1211.55,829.375,1338.85,1027.605263,1170.105263,821.7948718,0,2,1,1,1,1,5,5,7,7,1
1958,2,2,6,0.383007537,1013.975,120,1.666666667,0,0,3.333333333,0.833333333,0.833333333,4,2,5,5,2,11,5,1,2,5,2,0,1277.45,1013.6,990.15,894.525,1277.45,978.9230769,817.4210526,894.525,0,1,1,0,1,1,10,10,7,2,3
1999,2,2,1,0.383007727,790.2,120,5,0,0,2.5,0.833333333,0.833333333,5,2,5,5,2,1,11,1,1,2,1,0,974.65,592.9,1184.05,698.35,958.5789474,581.7631579,993.0555556,693.5897436,1,2,2,1,1,1,5,5,6,7,1
2001,1,3,6,0.38306266,1038.808333,120,7.5,0,0,3.333333333,0.833333333,0,4,4,4,5,2,1,1,2,1,1,1,0,983.35,939.475,1183.75,1093.4,983.35,939.475,1150.944444,1025.121212,0,0,2,7,1,1,4,4,4,3,2
1980,2,2,6,0.383081038,1616.833333,120,1.666666667,0,0,17.5,9.166666667,6.666666667,6,2,5,4,1,5,6,1,1,4,1,0,1209.95,1247.512821,1853.6,1594.564103,1209.95,1246.945946,1853.6,1594.564103,0,2,0,0,1,1,8,8,5,2,2
1991,2,1,6,0.383104622,786.4916667,120,1.666666667,0,0.833333333,1.666666667,0,0,4,4,4,5,1,4,7,1,1,2,1,1,904.85,822.45,778.95,695.125,904.85,822.45,720.6842105,689.2051282,0,0,1,1,1,1,8,8,4,3,3
1998,1,2,6,0.383158897,792.7083333,120,5,0,0,2.5,0,0,4,4,4,5,2,8,1,1,1,2,1,1,888.1,841.1,757.05,714.45,888.1,787.6486486,713.6666667,706.7948718,0,3,2,1,1,1,5,5,4,2,2
1993,2,2,6,0.383187583,721.9833333,120,3.333333333,0,0,0,0,0,5,3,4,5,2,3,1,1,1,2,1,0,844.5,710.95,696.65,684.425,844.5,692.8461538,673.9473684,675.9736842,0,1,1,2,1,1,7,7,6,2,2
1995,2,1,6,0.383233225,740.4916667,120,9.166666667,0,0.833333333,2.5,1.666666667,0.833333333,4,3,4,5,1,6,1,1,1,2,1,4,1225.3,670.775,605.8,635.15,1025.833333,625.8108108,583.2631579,601.5142857,2,3,1,5,1,1,5,5,2,3,2
1988,2,2,6,0.38325467,872.55,120,14.16666667,0,0,4.166666667,0.833333333,0,4,2,4,5,1,4,8,1,1,2,1,0,1241.1,810.075,754.7,809.675,1193.277778,762.0857143,754.7,699.3666667,2,5,0,10,1,1,5,5,4,2,3
1996,1,2,4,0.383301925,1105.241667,120,0.833333333,0,0,7.5,3.333333333,1.666666667,5,4,4,5,1,4,6,2,1,1,1,0,1467.5,1130.875,1073.95,914.125,1467.5,1127.692308,1073.95,914.125,0,1,0,0,1,1,6,6,4,2,2
1987,1,1,6,0.383317479,1041.083333,120,9.166666667,0,0,4.166666667,0.833333333,0,4,4,4,5,2,1,6,1,1,2,1,1,1075.35,884.225,1179,1111.85,1075.35,845.1538462,1171.833333,1054.125,0,1,2,8,1,1,5,5,1,7,1
1995,2,2,6,0.383416179,971.4416667,120,4.166666667,0,0.833333333,6.666666667,3.333333333,0.833333333,4,4,4,5,2,3,11,1,2,2,1,1,1214.1,706.825,1565.3,817.8,1025.315789,706.825,1368.823529,801.6410256,1,0,3,1,1,1,7,7,6,3,2
2001,2,1,6,0.38345233,846.0166667,120,1.666666667,0,1.666666667,1.666666667,1.666666667,0.833333333,4,5,4,5,2,4,1,6,1,1,1,3,1249.15,822.5,743.3,719.325,1243.894737,822.5,743.3,710.5641026,1,0,0,1,200,22,4,4,3,2,3
1970,1,3,6,0.383553397,1292.008333,120,0,0,0,10.83333333,0.833333333,0,5,1,3,4,1,11,11,1,2,2,1,1,1588.8,1294.3,1310.8,1131.925,1588.8,1294.3,1310.8,1131.925,0,0,0,0,106,39,9,9,7,7,1
1989,1,2,6,0.383618137,732.4916667,120,4.166666667,0,0,0.833333333,0,0,6,6,4,4,2,7,9,1,1,2,1,0,694.25,692.025,932.85,691.9,694.25,663.1315789,880.3333333,679.4615385,0,2,2,1,1,1,10,10,6,3,2
1981,1,2,6,0.383624532,940.9583333,120,0.833333333,0,0,0.833333333,0,0,5,4,4,5,1,6,11,1,1,2,1,0,1140.2,906.7,957.9,867.125,1140.2,906.7,957.9,855.2051282,0,0,0,1,1,1,14,14,4,2,2
1979,2,2,6,0.383637678,952.0416667,120,8.333333333,0,0,5,0.833333333,0,5,2,2,4,1,8,4,1,2,2,1,0,1179.5,707.65,1217.95,949.75,1143.235294,683.1025641,1031,944,3,1,4,2,1,1,8,8,4,3,4
1966,2,2,5,0.383678926,1030.791667,120,3.333333333,0,0,5,1.666666667,0.833333333,4,4,4,5,2,2,11,1,1,5,1,0,1399,743.4,1359.45,969.75,1117.166667,743.4,1340.947368,952.2820513,2,0,1,1,1,1,14,14,4,7,2
1997,2,1,6,0.383764514,675.925,120,2.5,0,0,0.833333333,0.833333333,0,4,4,4,4,2,4,1,1,1,2,1,1,634.6,599.475,725.35,748.325,634.6,599.475,667.2631579,718.0263158,0,0,1,2,227,227,4,4,6,7,1
1998,2,2,6,0.383767327,994.975,120,11.66666667,0,0,5.833333333,0,0,4,2,2,4,2,11,1,1,1,2,1,0,857.85,926.6,1020.2,1119.3,852.3157895,913.6571429,997.9411765,1137.4,1,5,3,5,1,1,5,5,6,7,2
1970,1,2,5,0.383788576,820.4333333,120,5,0,0,1.666666667,0.833333333,0,4,3,3,5,1,6,8,1,1,5,1,0,843.7,703.725,1032.45,819.5,843.7,660.7837838,994.1578947,793.6578947,0,3,1,2,1,1,5,5,4,3,4
1956,1,2,8,0.383843359,1079.566667,120,2.5,0,0,6.666666667,1.666666667,0.833333333,4,4,3,4,2,6,7,1,2,2,2,0,1072.3,918.325,1516.35,1026.05,1072.3,858.0512821,1512.421053,1022.333333,0,1,1,1,1,1,7,7,2,7,1
1970,1,2,6,0.383899796,880.0416667,120,8.333333333,0,1.666666667,5.833333333,0,0,7,7,4,5,1,9,8,1,1,2,1,1,1262.25,818.125,843.25,769.25,1179.210526,711.7837838,769.4210526,670.8,1,3,1,5,1,1,12,12,7,7,1
1980,2,2,6,0.383959555,1413.5,120,19.16666667,0.833333333,7.5,3.333333333,1.666666667,0.833333333,1,4,4,4,2,10,8,1,1,2,1,1,1109.210526,727.1,798.3,628.5,1068.125,643.4375,629.5555556,529.1612903,3,8,2,9,14,14,8,8,7,7,1
1996,2,3,6,0.383992715,871.925,120,7.5,0,0,2.5,0.833333333,0.833333333,5,4,5,5,2,2,7,1,2,2,1,4,787.2,764.9,1225.75,844.4,717.5263158,748.0277778,1206.111111,812.4473684,1,4,2,2,225,225,5,5,1,8,2
1992,1,1,6,0.383996224,1111.216667,120,5.833333333,0,0,5.833333333,0.833333333,0.833333333,4,7,5,5,2,5,1,2,1,2,1,1,1192.85,882.6,1196.1,1256.575,977.7222222,880.4102564,1178.473684,1269.594595,2,1,1,3,1,139,9,9,6,7,2
2002,1,2,6,0.384014009,601.425,120,4.166666667,0,1.666666667,0.833333333,0,0,4,4,5,5,2,11,11,1,2,2,1,0,549.95,566.475,806.3,559.675,526.1666667,566.475,814.6470588,559.675,2,0,3,0,1,1,4,4,2,3,4
1998,1,2,6,0.384061548,1097.066667,120,5,0,0,9.166666667,0.833333333,0.833333333,7,1,5,4,2,5,2,1,1,2,1,0,1659.9,1035.675,1186.65,832.25,1178.5,1021.794872,1186.65,794.7567568,2,1,0,3,1,1,5,5,1,2,3
1964,2,2,6,0.384111696,1515.691667,120,0.833333333,0,0,15.83333333,6.666666667,3.333333333,1,4,4,5,2,11,5,6,2,1,1,0,1875.85,1584.15,1374.65,1337.675,1875.85,1499.179487,1374.65,1337.675,0,1,0,0,1,1,7,7,6,7,1
1993,2,2,6,0.384121487,1256.741667,120,2.5,0,0,11.66666667,2.5,1.666666667,3,4,5,4,2,5,7,6,1,6,1,0,1815.25,1141.675,1571.35,935.25,1815.25,1141.675,1565.789474,921.5789474,0,0,1,2,1,1,7,7,4,7,1
1951,1,2,6,0.38415818,1057.875,120,5,0,0,4.166666667,0,0,7,3,5,5,2,11,11,1,1,2,1,0,1176.25,1142.9,1179.05,853.075,1122.333333,1042.891892,1179.05,840.5128205,2,3,0,1,1,1,8,8,1,2,4
1980,2,1,8,0.384188888,1118.475,120,7.5,0,0,9.166666667,3.333333333,1.666666667,4,4,4,4,1,8,9,1,1,2,1,1,1199,846.125,1245.6,1287,890.7777778,821.5384615,1199.277778,1219.472222,2,1,2,4,225,225,9,9,6,7,2
1992,2,2,6,0.384196353,773.6583333,120,15,0,2.5,0,0,0,4,4,4,4,2,3,3,1,2,2,1,0,661.25,742.775,741.35,876.9,661.25,693.8484848,652.6470588,788.84375,0,7,3,8,1,1,8,8,6,7,1
1978,2,2,6,0.38421463,777.15,120,1.666666667,0,2.5,2.5,0,0,6,2,5,5,1,11,6,1,1,2,1,4,1087.7,721.925,849.25,641.05,1087.7,706.1025641,829.4736842,641.05,0,1,1,0,1,1,10,10,6,3,2
1994,2,2,6,0.384249011,877.3416667,120,1.666666667,0,0.833333333,2.5,1.666666667,0,4,3,4,4,2,3,11,1,2,2,1,0,747.05,839.85,994.7,921.3,747.05,834.1025641,1003.631579,921.3,0,1,1,0,1,1,7,7,5,7,1
1973,2,2,6,0.384332881,1368.566667,120,0,0,0,16.66666667,4.166666667,0.833333333,4,4,5,5,2,9,11,1,1,2,1,4,1807.25,1360.2,1396.65,1143.55,1807.25,1360.2,1396.65,1143.55,0,0,0,0,1,1,12,12,6,7,1
1960,2,2,5,0.384383118,1385.8,120,5.833333333,0,0,15,5,1.666666667,7,1,5,5,2,2,10,1,1,2,1,3,1558.25,1521.1,1207.5,1253.425,1458.526316,1472.684211,1188.947368,1186.513514,1,2,1,3,1,1,4,4,4,3,4
1958,2,2,8,0.384469659,828.9166667,120,3.333333333,0,0,1.666666667,0.833333333,0,4,4,2,5,2,6,10,1,1,5,1,4,863.45,932.225,786.1,729.75,863.45,890.3611111,786.1,729.75,0,4,0,0,1,1,9,9,7,3,2
1998,1,2,6,0.384480747,1041.991667,120,0,0,0,8.333333333,2.5,0.833333333,4,4,2,2,2,11,1,1,2,2,1,0,1580.2,949.875,1003.85,884.075,1580.2,949.875,1003.85,884.075,0,0,0,0,1,1,5,5,7,7,1
2000,1,2,6,0.384616153,965.0583333,120,6.666666667,0,0,3.333333333,0,0,5,4,4,5,2,5,2,1,1,2,1,0,805.5,947.875,1217.85,935.625,788.8947368,930.2368421,1207.888889,927.4594595,1,2,2,3,1,1,5,5,2,3,4
1993,1,2,6,0.384751343,784.0583333,120,7.5,0,1.666666667,1.666666667,0.833333333,0,5,3,3,2,2,2,11,5,1,5,2,0,1204.95,698.35,725.1,688.8,1054.666667,683.6052632,714.8888889,660.8648649,2,2,2,3,1,1,5,5,4,7,1
1987,2,2,6,0.384761195,989.725,120,2.5,0,0,4.166666667,1.666666667,0.833333333,4,4,4,4,1,6,4,1,2,2,1,0,877.85,894.25,1462.5,904.75,877.85,894.25,1427.333333,889.2307692,0,0,2,1,1,1,6,6,7,7,1
1992,2,2,6,0.384795028,750.7583333,120,11.66666667,0,1.666666667,0,0,0,4,3,5,5,1,2,11,1,1,2,2,4,656.95,738.125,903.15,734.1,656.95,699.7142857,745.0666667,704.7777778,0,5,5,4,225,225,7,7,3,7,1
1976,2,2,6,0.384812878,1375.483333,120,4.166666667,0,0,13.33333333,5.833333333,1.666666667,5,4,5,5,1,11,8,1,1,2,1,0,1209.2,1223.325,1623.3,1486.875,1209.2,1052.297297,1547.736842,1455.384615,0,3,1,1,1,1,7,7,4,2,2
1963,1,2,6,0.385079149,1028.025,120,7.5,0,0,4.166666667,1.666666667,1.666666667,4,4,3,5,2,8,9,1,2,2,1,0,968.8,896.2,1272.4,1067.275,968.8,851.8157895,918.5625,1033.486486,0,2,4,3,1,1,6,6,2,3,3
1987,2,1,6,0.385088581,1030.283333,120,1.666666667,0,0,8.333333333,0,0,4,4,4,5,2,7,11,1,2,2,1,0,996.45,908.875,1278.3,1044.6,996.45,883.7179487,1232.105263,1044.6,0,1,1,0,1,1,7,7,6,7,1
1998,2,2,6,0.385098323,1100.283333,120,1.666666667,0,0,7.5,0.833333333,0,4,3,5,5,2,10,1,2,2,1,1,1,884.05,1070.375,1165.95,1205.475,884.05,1049.615385,1165.95,1157.102564,0,1,0,1,1,1,5,5,3,2,2
1986,2,2,3,0.385115113,1072.116667,120,0,0,0,5.833333333,0.833333333,0,4,4,4,5,2,4,4,2,1,1,1,1,1194.65,1138.725,1044.85,957.875,1194.65,1138.725,1044.85,957.875,0,0,0,0,130,130,14,14,6,4,3
1999,2,2,6,0.38512004,786.625,120,1.666666667,0,0,1.666666667,0.833333333,0.833333333,4,4,5,4,2,1,2,1,1,2,1,0,1139.1,751.4,725.65,676.1,1139.1,741.7692308,725.65,657.6153846,0,1,0,1,1,1,5,5,4,7,2
2004,2,2,8,0.385137636,848.6,120,10,0.833333333,4.166666667,7.5,1.666666667,0.833333333,4,4,4,4,2,7,1,1,1,2,1,0,845.7,684.2,1348.45,764.525,825.1052632,662.1578947,1151.0625,731.3428571,1,2,4,5,1,1,3,3,4,3,3
2000,2,2,6,0.385208703,765.8,120,17.5,0,3.333333333,0.833333333,0,0,4,4,5,5,2,5,1,1,1,2,1,0,634.35,742.375,977.45,749.125,563.6470588,708.5142857,863.125,651.1612903,3,5,4,9,1,1,5,5,5,3,3
1975,1,2,6,0.385219461,841.35,120,5.833333333,0,0,1.666666667,0,0,4,4,3,4,1,7,7,1,2,2,1,0,997.2,862.35,836.05,745.075,960.8333333,803.3684211,795.7368421,713.9210526,2,2,1,2,1,1,7,7,7,7,1
1993,2,2,6,0.385224524,995.6666667,120,9.166666667,0,1.666666667,6.666666667,1.666666667,0,4,4,4,5,2,3,11,1,1,2,1,0,893.25,891.55,1578.95,859.35,857.3684211,862.2777778,1482.5625,838.9473684,1,4,4,2,1,1,7,7,7,7,1
2001,2,2,6,0.385244827,825.1333333,120,3.333333333,0,0,1.666666667,0,0,2,2,4,4,2,6,2,1,1,2,1,1,671.7,805.9,1168.85,749.225,671.7,795.2051282,1113.555556,741.5641026,0,1,2,1,1,1,5,5,7,5,3
1988,2,2,6,0.385276024,773.25,120,5,0,0,0,0,0,7,1,5,4,2,11,11,1,2,2,1,1,757.7,691.05,794.1,852.8,757.7,680,738.1666667,834.7297297,0,1,2,3,1,1,14,14,4,2,2
1959,2,2,6,0.385443938,1492.3,120,5.833333333,0,0,12.5,5,1.666666667,1,5,3,4,2,3,11,1,2,2,1,0,2064.7,1423.65,1566.35,1237.725,1520.133333,1423.65,1510.684211,1206.410256,5,0,1,1,1,1,7,7,3,3,1
2000,2,2,2,0.38544416,1185.825,120,11.66666667,0,0,8.333333333,4.166666667,1.666666667,4,3,4,4,2,2,2,1,1,5,2,1,1008.684211,917.25,1605.75,1010.925,975.2352941,824.2058824,1646.1875,992.2631579,2,6,4,2,1,1,5,5,6,2,3
1999,1,2,3,0.385451736,768.1916667,120,15.83333333,1.666666667,6.666666667,1.666666667,0,0,4,4,4,5,2,7,1,1,1,2,1,0,811.55,846.475,682.3,711.175,792.4444444,839.6666667,617.0666667,647.6875,2,4,5,8,1,1,4,4,4,2,3
1978,1,3,6,0.385541127,1692.95,120,0,0,0,20.83333333,10.83333333,5,4,4,5,5,2,11,7,1,1,2,1,0,1835.3,1284.75,2218.45,1767.225,1835.3,1284.75,2218.45,1767.225,0,0,0,0,1,1,9,9,4,3,2
1988,2,1,8,0.385591639,2710.891667,120,35,0,0.833333333,12.5,5.833333333,3.333333333,4,4,5,5,1,4,11,1,1,4,1,2,1383.65,732.725,1429.526316,1578.769231,1174.611111,704.5277778,1221.1,1751.692308,2,4,9,26,1,1,7,7,6,2,4
1999,2,2,6,0.385669673,698.75,120,6.666666667,0,0,0,0,0,4,4,4,4,2,5,1,1,1,5,2,1,670.2,654.1,779.45,717.325,647.6315789,640.1621622,762.1111111,687.8421053,1,3,2,2,82,82,7,7,5,7,1
1995,2,1,6,0.385672254,938.5583333,120,10,0,0,4.166666667,3.333333333,0.833333333,1,1,4,5,1,2,4,2,1,1,1,3,1042.65,1052.875,784.05,849.45,1027.352941,1047.6,784.05,835.0277778,3,5,0,4,96,1,5,5,4,8,2
1970,1,2,6,0.385678767,942.65,120,3.333333333,0,0,5,0,0,4,6,4,4,1,11,8,1,1,5,2,0,853.9,847.975,926.3,1089.875,853.9,847.975,809.8888889,1046.473684,0,0,2,2,1,1,12,12,6,7,1
1997,2,2,2,0.385698009,1131.091667,120,0.833333333,0,0,7.5,2.5,0.833333333,4,4,4,4,2,4,2,1,1,2,1,0,1553.65,1080.05,1146.45,963.175,1553.65,1080.05,1146.45,957.0512821,0,0,0,1,232,1,5,5,4,1,1
1991,2,2,2,0.385718368,1324.45,120,15,0,0.833333333,18.33333333,7.5,0.833333333,5,4,3,3,2,5,11,2,1,1,1,1,1397.8,1034.7,1786.75,1346.375,955.7647059,834.4242424,1648.352941,1236.628571,3,7,3,5,45,14,7,7,4,7,1
2004,1,2,6,0.385727812,755.675,120,6.666666667,0,0,2.5,0,0,5,3,4,4,2,2,1,1,1,2,1,1,638.15,747.2,784.15,808.675,638.15,732.3846154,694,779.9166667,0,1,3,4,1,1,3,3,5,7,1
1977,1,2,6,0.385768427,1277.066667,120,5,0,0,10.83333333,2.5,1.666666667,7,3,4,4,1,11,8,1,1,2,1,0,1510.4,1416.15,1375.25,972.225,1317.315789,1286.648649,1290.368421,946.8717949,1,3,1,1,14,14,12,12,2,7,2
2002,2,3,6,0.385774232,837.95,120,0,0,0,3.333333333,0,0,4,4,5,5,2,11,1,1,1,2,1,0,949.8,900.925,909.15,683.45,949.8,900.925,909.15,683.45,0,0,0,0,1,1,4,4,2,3,4
2003,2,2,6,0.385838326,1517.233333,120,22.5,0.833333333,3.333333333,11.66666667,5.833333333,1.666666667,4,5,4,4,2,11,1,1,1,2,1,0,1732.15,1139.717949,1115.15,1035.95,1755.470588,1036.3125,889,1016.870968,3,7,8,9,1,1,3,3,6,2,2
1988,1,2,6,0.3858883,1124.958333,120,1.666666667,0,0,8.333333333,0.833333333,0.833333333,5,3,4,4,2,11,6,1,2,2,1,0,1599.8,1085.9,1040.5,968.825,1599.8,1085.9,1040.5,938.9473684,0,0,0,2,1,1,8,8,3,7,1
1999,1,2,6,0.385918581,665.3,120,11.66666667,0,0,0,0,0,4,4,3,4,2,2,1,1,1,2,1,1,646.5,619.1,782.3,662.4,624.3157895,585.9393939,745.3529412,639.5945946,1,7,3,3,75,75,4,4,5,7,1
