birthyear,birthSex,ethnicityomb,raceomb_002,dscore,Mn_RT_all_3467,N_3467,PCT_error_3467,pct_300,pct_400,pct_2K,pct_3K,pct_4K,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,Mn_RT_all_3,Mn_RT_all_4,Mn_RT_all_6,Mn_RT_all_7,Mn_RT_correct_3,Mn_RT_correct_4,Mn_RT_correct_6,Mn_RT_correct_7,N_ERROR_3,N_ERROR_4,N_ERROR_6,N_ERROR_7,countrycit_num,countryres_num,edu,edu_14,politicalid_7,religion2014,religionid
1979,2,3,8,0.374273517,888.9166667,120,2.5,0,0,2.5,0.833333333,0,4,4,4,4,2,7,11,6,1,6,1,0,984.8,918.35,809.35,851.325,984.8,844.025641,809.35,809.7894737,0,1,0,2,106,1,7,7,7,2,2
1980,2,2,6,0.374302925,615.75,120,3.333333333,0,0,0.833333333,0,0,4,4,4,3,2,9,8,1,1,2,1,0,629.75,557.175,705.75,622.325,629.75,550.6923077,616.0526316,599.8684211,0,1,1,2,1,1,7,7,7,7,1
1998,2,2,3,0.374303571,1916.983333,120,14.16666667,0,0,7.5,2.5,1.666666667,4,4,5,5,2,5,1,1,2,2,1,0,865,812.55,1103.85,933.2894737,839.7894737,793.5833333,1032.266667,841.1290323,1,4,5,7,19,19,7,7,6,6,3
1999,2,1,7,0.374391623,853.8416667,120,18.33333333,0,0,3.333333333,0.833333333,0,4,2,5,5,2,3,1,1,1,2,1,1,835.95,745.6,1058.5,868.7,854.1052632,688.516129,903.4705882,805.9032258,1,9,3,9,1,1,5,5,6,7,1
2001,2,2,7,0.374473557,789.375,120,1.666666667,0.833333333,1.666666667,2.5,0.833333333,0.833333333,4,4,5,4,2,2,1,1,1,2,1,1,633.1,654.45,701.6315789,813.45,633.1,654.45,701.6315789,736.7631579,0,0,0,2,1,1,4,4,4,7,2
1970,2,2,6,0.37452128,833.7,120,0,0,0,0.833333333,0,0,4,4,5,5,1,9,7,2,1,2,1,0,1122.8,754.425,775.8,797.375,1122.8,754.425,775.8,797.375,0,0,0,0,1,1,9,9,3,2,3
1999,2,1,8,0.374543704,1349.466667,120,1.666666667,0,0,12.5,4.166666667,1.666666667,1,1,5,5,2,4,2,1,1,5,2,4,1380,1676.2,1440.1,962.15,1361.052632,1538.948718,1440.1,962.15,1,1,0,0,1,1,5,5,7,7,1
2000,2,2,6,0.374694473,1128.375,120,21.66666667,0,2.5,5,3.333333333,0.833333333,6,2,4,4,2,1,2,2,1,1,1,0,1066,804.4,1362.157895,936.775,882.4444444,778.9722222,1063.846154,826.1538462,2,4,6,14,1,1,5,5,4,2,2
1993,2,2,3,0.37478495,681.3583333,120,1.666666667,0,0.833333333,0,0,0,4,2,2,5,2,3,11,7,1,1,1,1,735.6,729.3,663.4,615.275,735.6,684.3157895,663.4,615.275,0,2,0,0,1,1,7,7,6,2,1
1996,2,2,6,0.374785887,886.1416667,120,7.5,0,0,5,0.833333333,0.833333333,4,3,4,4,2,3,1,1,1,2,1,0,1245.25,857.975,778.45,788.6,1245.25,823.1081081,765.7777778,773.9722222,0,3,2,4,193,193,4,4,5,7,1
1983,2,2,6,0.374822483,1822.316667,120,7.5,0,0,27.5,16.66666667,9.166666667,4,2,4,4,2,3,6,1,2,2,1,0,2075.85,1215.325,2322.8,2052.3,1837,1179.789474,2322.8,2050.942857,2,2,0,5,218,104,12,12,4,7,2
1963,2,1,6,0.374985079,1083.958333,120,4.166666667,0,0,5,1.666666667,0,4,4,5,5,1,2,11,1,2,4,1,0,1348.9,1069.825,1133.65,940.775,1348.9,996.2894737,1025.210526,916.7894737,0,2,1,2,1,1,7,7,2,3,4
1999,2,1,7,0.375139402,607.35,120,5.833333333,0,11.66666667,0.833333333,0,0,4,4,5,5,2,1,1,1,2,2,1,1,684.2,502.025,766.65,594.6,684.2,495.1794872,732.5555556,558.6388889,0,1,2,4,139,1,4,4,4,3,3
2000,2,2,6,0.375264804,983.625,120,5,0,0,6.666666667,1.666666667,0.833333333,4,4,4,4,2,11,1,2,1,1,1,0,1043.5,800.8,1417.25,919.7,939.2222222,748.9487179,1315.777778,887.8717949,2,1,2,1,225,225,7,7,6,8,3
1978,1,2,6,0.375296816,787.425,120,4.166666667,0,0,0,0,0,7,3,3,5,2,5,7,1,1,2,1,0,750.7,760.825,890.05,781.075,750.7,743.8461538,851.4210526,737.1351351,0,1,1,3,1,1,9,9,6,8,2
1999,1,2,6,0.375341587,1206.683333,120,10,0,0,7.5,2.5,0.833333333,4,3,5,5,2,6,2,1,2,2,1,0,1302.25,920.625,1271.45,1412.575,1270.473684,899.0512821,1128.125,1284.323529,1,1,4,6,1,1,5,5,4,3,2
2001,2,2,6,0.37537679,953.3666667,120,3.333333333,0,0,5,0,0,5,3,4,4,2,11,2,2,1,1,1,0,1040.9,1034.4,874.2,868.15,976.3684211,997.8421053,874.2,814.7692308,1,2,0,1,1,1,5,5,6,2,2
1973,2,2,6,0.375395661,1062.016667,120,0,0,0,6.666666667,0.833333333,0,4,2,3,5,1,8,2,1,1,2,1,0,1225.55,1127.075,1059.9,916.25,1225.55,1127.075,1059.9,916.25,0,0,0,0,1,1,5,5,4,2,2
1983,1,1,6,0.375422163,1192.175,120,2.5,0,0,10.83333333,4.166666667,2.5,4,4,4,3,1,4,7,1,1,2,1,0,1929.1,1048.45,1323.1,901.975,1785.421053,977.9230769,1323.1,856.8461538,1,1,0,1,1,1,9,9,6,7,2
1995,2,2,6,0.375567419,730.625,120,5.833333333,0,0.833333333,0,0,0,4,3,4,4,2,3,1,1,1,2,1,0,800.65,770.925,746.05,647.6,702.5625,752.4615385,738.0526316,641.5641026,4,1,1,1,1,1,7,7,4,2,2
1999,2,2,6,0.375616231,703.4166667,120,8.333333333,0,0.833333333,0,0,0,6,4,4,5,2,5,2,2,1,1,1,1,731,627.475,851.2,691.675,719.5789474,615.6052632,811.2222222,655.9428571,1,2,2,5,1,1,5,5,2,3,3
1997,2,2,6,0.375652895,799.9333333,120,28.33333333,1.666666667,8.333333333,2.5,0,0,1,1,5,5,1,2,4,1,2,2,1,1,783.7,693.6,993.9,817.4,662.5333333,635.40625,641.8181818,691.2857143,5,8,9,12,1,1,5,5,6,3,3
1981,2,2,3,0.3757389,1325.975,120,4.166666667,0,0,15,3.333333333,0.833333333,5,2,4,5,1,11,6,1,2,2,1,1,1593.75,1397.925,1494.05,1036.1,1560.263158,1379.025641,1322.222222,1004.076923,1,1,2,1,100,1,7,7,5,4,2
1968,1,2,2,0.375778989,977.9416667,120,0.833333333,0,0,1.666666667,1.666666667,0,4,4,4,4,1,9,7,1,2,2,1,0,1281.7,919.25,1049.45,849,1174.157895,919.25,1049.45,849,1,0,0,0,1,1,10,10,6,7,1
1991,1,2,6,0.375866914,1128.95,120,6.666666667,0,0,5,0,0,4,3,3,4,2,7,5,1,1,2,1,0,1255.4,944.625,1506.75,1061.15,1176.333333,908.7894737,1397.647059,1044.025641,2,2,3,1,225,225,7,7,4,7,1
2003,2,2,6,0.375888685,715.125,120,11.66666667,0,5,5.833333333,0,0,4,4,4,3,2,11,1,1,1,2,1,1,691.55,597.475,912.9,745.675,535.3333333,566.027027,594.3333333,600.3055556,2,3,5,4,1,1,3,3,7,7,1
1993,1,2,6,0.375966986,1009.083333,120,1.666666667,0,0,5,0,0,4,4,5,5,2,2,11,1,2,2,1,0,1175.2,1034.5,973.55,918.375,1175.2,1034.5,910.0526316,877.5384615,0,0,1,1,1,1,5,5,2,3,2
1983,1,2,6,0.375976582,981.8583333,120,8.333333333,0,0,5.833333333,4.166666667,3.333333333,4,4,4,4,1,11,8,1,2,2,1,1,1281.5,658.5,1321.85,985.4,770.2222222,644.1842105,871.4444444,810.5,2,2,2,4,106,207,14,14,6,7,1
1981,2,2,6,0.37603563,859.8416667,120,0.833333333,0,0,0,0,0,4,4,4,5,1,11,7,1,1,2,1,4,905.85,770.925,1013.1,849.125,905.85,770.925,977.5263158,849.125,0,0,1,0,1,1,9,9,4,7,1
1975,2,2,6,0.376040046,782.9833333,120,7.5,0,1.666666667,4.166666667,2.5,0.833333333,4,4,4,5,1,11,6,1,2,2,1,0,953.1,859.8,751.8,636.7,864.5,680.2972973,751.8,583.1578947,4,3,0,2,1,1,9,9,2,2,3
1996,2,2,6,0.376091474,933.4416667,120,0,0,0,0,0,0,4,1,4,5,2,11,1,1,2,2,1,0,1130.25,904.4,994.85,833.375,1130.25,904.4,994.85,833.375,0,0,0,0,1,1,9,9,6,2,3
1976,1,2,6,0.376110932,1177.441667,120,3.333333333,0,0,8.333333333,2.5,0.833333333,5,3,3,5,1,8,11,1,1,2,1,0,1268.6,946.025,1573.3,1165.35,1268.6,939.2820513,1605.944444,1145.897436,0,1,2,1,1,1,9,9,5,3,2
1999,2,2,6,0.376115642,1108.525,120,0.833333333,0,0,10,5,2.5,4,4,4,5,2,5,1,1,1,2,1,0,1575,1155.85,1373.5,695.475,1384.052632,1155.85,1373.5,695.475,1,0,0,0,1,1,5,5,4,7,1
1986,2,1,6,0.376228108,805.7083333,120,2.5,0,0,1.666666667,0,0,4,4,5,5,2,5,10,1,1,2,1,0,875.3,689.6,1169.75,705,875.3,654.4102564,1159.166667,705,0,1,2,0,173,225,7,7,4,3,3
1997,2,1,7,0.376432735,827.7333333,120,5,0,0,0,0,0,6,1,5,5,2,2,11,1,1,2,1,0,983.55,801.25,724.7,827.825,966.6315789,777.1052632,689.0555556,819.6410256,1,2,2,1,1,1,6,6,5,2,1
1986,2,2,6,0.376474404,1104.8,120,7.5,0,0,9.166666667,3.333333333,0.833333333,4,4,4,5,1,7,7,1,1,2,1,4,1228.8,825.7,1349.45,1199.575,1228.8,751.25,1299.833333,1175.081081,0,4,2,3,1,1,7,7,4,2,3
1995,2,2,7,0.376671304,744.2083333,120,5,0,4.166666667,0.833333333,0,0,4,3,4,4,2,4,11,2,1,1,1,0,843.9,804.2,758.4,627.275,834.6842105,786.1794872,758.4,586.0555556,1,1,0,4,1,1,8,8,6,2,2
1977,1,1,6,0.376702158,1063.65,120,0.833333333,0,0,8.333333333,0.833333333,0,5,3,4,5,1,2,11,1,2,2,1,0,1468.7,991.45,1098.15,916.075,1468.7,928.4871795,1098.15,916.075,0,1,0,0,31,173,7,7,4,8,3
1996,2,2,5,0.376775524,653.1416667,120,1.666666667,0,0.833333333,0,0,0,7,1,4,4,2,1,7,1,1,2,1,4,774,636,646.55,613.15,774,627.5641026,646.55,607.7179487,0,1,0,1,1,1,5,5,6,7,1
2001,1,1,8,0.376822715,1100.25,120,5,0,0,8.333333333,4.166666667,1.666666667,6,2,3,2,2,11,3,1,2,2,1,0,1001,993.475,1593.55,1010,970.7894737,981.9487179,1593.55,991.6388889,1,1,0,4,1,1,5,5,3,7,1
2000,2,2,6,0.376873191,634,120,5,0,0,0,0,0,4,4,4,5,2,11,1,1,1,2,1,0,677.9,652.45,595.2,613,644.6111111,628.3684211,569.5789474,603.7435897,2,2,1,1,1,1,5,5,3,2,2
1989,2,2,6,0.376952041,1156.833333,120,5.833333333,0,0,8.333333333,1.666666667,0.833333333,4,3,3,5,2,5,11,1,1,2,1,0,916.8,1209.475,1206.6,1199.325,916.8,1155.947368,1173.352941,1186.947368,0,2,3,2,1,1,7,7,4,2,3
1995,2,2,6,0.376964886,679.9916667,120,5,0,0,0,0,0,4,4,4,4,2,2,11,1,1,2,1,0,610.75,670.025,687.8,720.675,610.75,659.0789474,687.8,677.8888889,0,2,0,4,155,155,8,8,7,7,1
1993,1,1,8,0.377126025,1079.825,120,7.5,0,0,7.5,2.5,0.833333333,4,4,5,5,2,2,11,1,1,5,1,1,1222.7,830.3,1544.35,1025.65,937.4736842,798.4166667,1560.315789,1010.810811,1,4,1,3,139,139,8,8,6,2,3
2000,2,2,6,0.377223878,827.8833333,120,7.5,0,0,1.666666667,0.833333333,0,4,4,5,5,2,4,1,1,1,2,1,0,790.05,737.275,1006.15,848.275,769.4210526,694.2432432,963.1176471,840.2894737,1,3,3,2,1,1,3,3,5,2,2
1997,1,2,2,0.377229038,1276.008333,120,7.5,0,0,9.166666667,0.833333333,0,4,3,5,3,2,4,8,1,1,5,1,1,1527.55,1266.05,1242.5,1176.95,1507.789474,1197.184211,1164.944444,1106.861111,1,2,2,4,192,192,7,7,3,7,2
1993,2,2,6,0.377264703,909.025,120,8.333333333,0,0.833333333,0.833333333,0,0,4,4,5,5,2,3,11,1,1,2,1,0,1021.8,926.3,771.55,904.1,979.5789474,856.4285714,737.7368421,890.7297297,1,5,1,3,1,1,5,5,5,7,1
2000,2,2,3,0.37727354,849.7666667,120,8.333333333,0,0,4.166666667,0,0,4,3,4,4,2,10,2,1,1,2,1,2,868.85,701.075,985.75,920.925,865.4736842,696.9473684,964.8421053,868.8823529,1,2,1,6,1,1,5,5,7,7,1
1950,2,2,6,0.377302339,1153.225,120,0.833333333,0,0,5,3.333333333,0.833333333,4,4,3,5,2,6,9,1,2,2,1,4,1693.8,1032.725,1239.45,960.325,1693.8,1032.725,1239.45,943.5641026,0,0,0,1,1,1,9,9,2,3,4
1996,2,2,3,0.377372576,1018.475,120,9.166666667,0,0,5.833333333,0.833333333,0,7,7,4,5,2,4,7,1,2,2,1,0,1098.25,847.225,1429.85,944.15,1064.947368,813.1111111,1435.352941,911.2702703,1,4,3,3,211,1,7,7,4,3,3
1988,2,2,6,0.377462499,756.4416667,120,9.166666667,0,0,0.833333333,0,0,4,4,4,4,1,11,6,2,1,1,1,1,690.6,711.2,1030.85,697.4,690.6,643.4857143,824.4666667,687.3333333,0,5,5,1,39,1,7,7,7,7,1
1982,2,2,8,0.377558188,889.2583333,120,0,0,0,1.666666667,0,0,4,4,5,5,1,11,7,1,1,2,1,0,986.35,960.225,930.85,748.95,986.35,960.225,930.85,748.95,0,0,0,0,1,1,8,8,6,7,1
1995,2,2,6,0.377650317,786.4916667,120,6.666666667,0,0.833333333,0,0,0,5,3,4,5,2,3,7,1,1,2,1,0,796.45,674.35,888.55,842.625,796.45,674.35,793.3125,757.9722222,0,0,4,4,1,1,7,7,6,3,2
2000,2,2,5,0.377689146,622.85,120,5,0,7.5,0,0,0,4,3,4,3,2,8,1,1,1,2,1,0,697.8,644.925,657.6,545.925,640.3888889,636.6923077,648.3684211,530.7631579,2,1,1,2,1,1,5,5,6,3,3
1979,1,2,6,0.377728343,858.8583333,120,5,0,0,2.5,0.833333333,0,4,4,3,4,1,11,8,1,1,2,1,0,904.7,727.925,1106.2,843.2,879.4736842,706.0526316,1096.105263,833.0526316,1,2,1,2,82,82,9,9,2,7,1
1996,2,1,7,0.377731633,1353.533333,120,6.666666667,0,0,14.16666667,5,0.833333333,1,1,4,5,2,1,3,1,1,2,1,3,1205.421053,1098.55,1586.65,1236.5,1205.421053,1008.648649,1578.421053,1188.594595,0,3,1,3,1,1,6,6,3,3,4
1999,1,2,6,0.377741762,900.55,120,5.833333333,0,0,2.5,0.833333333,0,7,4,4,3,2,11,1,1,2,2,1,0,879.05,804.15,1131.75,892.1,860.6842105,788.6578947,1014.421053,845.6756757,1,2,1,3,1,1,5,5,6,3,3
1972,1,2,6,0.377769054,1214.291667,120,0,0,0,7.5,4.166666667,1.666666667,4,4,2,4,1,10,6,1,1,2,1,0,1964.3,1051.075,1188.35,1015.475,1964.3,1051.075,1188.35,1015.475,0,0,0,0,1,1,8,8,3,3,3
2000,2,2,6,0.377848545,709.9666667,120,5,0,1.666666667,0,0,0,5,4,5,5,2,4,1,1,1,2,1,0,732.9,621.9,781.65,750.725,712.4210526,598.7894737,781.65,713.0540541,1,2,0,3,1,1,5,5,3,3,3
1995,2,2,6,0.377889353,649.175,120,3.333333333,0,2.5,0,0,0,4,4,4,4,2,5,8,1,1,2,1,4,779.55,645.475,719.45,552.55,779.55,645.475,640.2777778,532.2631579,0,0,2,2,1,1,6,6,4,3,2
1994,1,3,7,0.377915499,1325.508333,120,4.166666667,0,0,9.166666667,2.5,0,7,4,4,5,2,1,6,1,1,2,2,0,1493.3,1087.2,1634.45,1325.45,1326.888889,1068.897436,1597,1325.45,2,1,2,0,218,218,7,7,4,6,2
1994,2,2,6,0.377915778,778.8833333,120,10.83333333,0,0,0,0,0,4,4,4,5,1,3,6,2,1,5,2,4,739.05,678.575,738.45,919.325,732.6315789,657.8648649,691.5,853.0909091,1,3,2,7,1,1,6,6,2,7,1
1998,1,2,6,0.37798767,1021.433333,120,5.833333333,0,0,0,0,0,4,4,5,5,2,7,2,1,1,2,1,0,1053.65,1123.9,1107.55,859.8,1006.470588,1123.9,1062.263158,811.1351351,3,0,1,3,1,1,6,6,5,3,4
1999,2,2,6,0.378042713,718.2166667,120,9.166666667,0,0,1.666666667,0.833333333,0.833333333,5,2,5,5,2,5,2,1,1,2,1,1,1082.25,656.4,693.45,610.4,820.0588235,642.2162162,693.45,594.6571429,3,3,0,5,39,39,7,7,4,7,1
1974,2,2,6,0.378089675,1012.533333,120,3.333333333,0,0,3.333333333,1.666666667,0,4,3,4,4,2,11,9,1,1,6,2,2,1586.25,846.475,1017.4,889.3,1586.25,846.475,972.8421053,832.1621622,0,0,1,3,1,1,10,10,3,2,3
1998,2,1,8,0.378163197,798.1833333,120,6.666666667,0,0,1.666666667,0.833333333,0,5,4,4,4,2,5,1,1,1,2,1,0,854.75,667.275,1033.5,783.15,854.75,628.7297297,918.4117647,767.8684211,0,3,3,2,1,1,6,6,4,7,1
1977,1,2,6,0.378214819,830.8666667,120,13.33333333,0,0,0,0,0,4,3,4,5,1,7,8,1,1,2,1,0,852.95,750.75,970.05,830.35,835.8333333,739.0810811,913.1764706,779.6875,2,3,3,8,206,206,7,7,4,7,1
1985,2,1,6,0.378289446,896.15,120,5,0,0,4.166666667,0.833333333,0,4,1,4,4,1,6,4,1,2,2,1,0,1014.55,703.175,1139.2,908.4,1014.55,691.0512821,1132.555556,857,0,1,2,3,1,1,6,6,4,2,2
1995,1,2,6,0.378354488,812.0583333,120,9.166666667,0,0,0,0,0,4,4,4,3,2,3,6,1,2,2,1,0,881.05,858.975,738.45,767.45,766.2941176,784.8611111,675.6842105,715.4054054,3,4,1,3,1,1,8,8,7,3,2
1995,2,2,6,0.378469763,818.3583333,120,2.5,0,0,1.666666667,0,0,4,4,5,5,2,5,11,1,1,2,1,1,974.15,821,811.2,741.4,974.15,807.3076923,811.2,711.1842105,0,1,0,2,1,1,7,7,3,7,1
1992,2,2,6,0.378580071,840.0583333,120,3.333333333,0,0,1.666666667,0.833333333,0.833333333,5,3,5,3,2,1,11,2,1,1,2,1,764.25,793.075,1118.25,785.85,764.25,662.7368421,1118.25,754.9210526,0,2,0,2,1,1,9,9,7,7,1
1995,2,1,6,0.378602656,900.3083333,120,8.333333333,0,0,4.166666667,1.666666667,0,4,4,4,5,2,2,4,1,1,2,1,3,962.85,724.225,1102.4,944.075,962.85,709.4358974,1123.470588,905.4411765,0,1,3,6,1,1,8,8,4,2,3
1996,1,2,2,0.378694072,1079.233333,120,5.833333333,0,0,10.83333333,3.333333333,0.833333333,5,4,5,4,2,5,5,1,1,2,1,0,1138.45,812.775,1472.15,1119.625,1138.45,773.9459459,1472.15,1113.305556,0,3,0,4,1,1,7,7,6,8,2
1969,2,1,6,0.378709199,748.1916667,120,1.666666667,0,0,2.5,0,0,4,3,4,5,1,5,11,1,2,2,1,0,934.75,734.175,796.6,644.725,896,706.5641026,796.6,644.725,1,1,0,0,1,1,5,5,4,3,3
1963,1,2,6,0.378752222,1214.858333,120,5,0,0,13.33333333,5,1.666666667,5,3,3,3,2,7,4,1,2,2,1,0,1084.65,1074.9,1960.05,1047.325,913.0526316,996.6052632,1855.555556,1030.076923,1,2,2,1,1,1,7,7,7,7,1
1983,2,2,6,0.378783443,3005.125,120,2.5,0,0,25,16.66666667,13.33333333,4,1,5,3,2,10,9,1,1,5,1,4,2345.733333,829.15,2082,1938.25641,2345.733333,829.15,2020.526316,1912.405405,0,0,1,2,1,1,11,11,1,3,2
1998,2,1,8,0.378875451,745.075,120,1.666666667,0,0.833333333,0.833333333,0,0,4,4,5,5,2,6,1,1,1,2,1,3,799.9,600.35,813.2,828.325,799.9,579.6666667,813.2,815,0,1,0,1,1,1,4,4,7,2,2
1991,2,2,2,0.378963078,1057.783333,120,0,0,0,5,1.666666667,0.833333333,4,3,3,5,2,5,5,1,1,2,1,1,1664.5,918.425,1111.7,866.825,1664.5,918.425,1111.7,866.825,0,0,0,0,45,1,7,7,3,7,2
1977,2,2,6,0.379011363,1330.383333,120,5.833333333,0,0,14.16666667,5,2.5,5,1,4,5,1,8,6,1,1,2,1,0,1529.1,964.6,2322.5,1100.75,1529.1,874.4054054,1564.058824,1102,0,3,3,1,226,1,7,7,2,3,3
1977,2,3,3,0.379165385,1947.633333,120,5.833333333,0,0,36.66666667,15,5,7,2,5,5,1,4,5,1,2,2,1,1,2502.5,1285.15,2504.65,2054.175,2529.555556,1279.051282,2449.111111,2008.052632,2,1,2,2,100,100,12,12,2,4,4
1997,2,2,6,0.379291205,936.1166667,120,4.166666667,0,0,2.5,0,0,6,5,5,4,2,3,2,1,2,2,1,0,902.1,797.85,994.7,1062.1,902.7894737,796.0512821,936.3888889,1042.051282,1,1,2,1,1,1,6,6,5,3,3
1988,2,2,6,0.379315054,776.3833333,120,1.666666667,0,0,1.666666667,1.666666667,0,4,2,5,5,1,3,1,5,2,6,2,2,1040.95,746.425,734.9,694.8,1040.95,746.425,734.9,670.7631579,0,0,0,2,1,1,5,5,7,7,1
1991,1,2,6,0.379435048,1067.033333,120,2.5,0,0,8.333333333,2.5,1.666666667,4,4,4,5,2,9,8,6,1,6,1,0,1456.15,1043.275,1044.3,907.6,1456.15,963.3589744,983.1578947,900.9230769,0,1,1,1,1,1,7,7,4,3,3
1982,1,2,6,0.379443718,894.0416667,120,3.333333333,0,0,0.833333333,0,0,6,2,4,5,1,8,10,1,2,2,1,0,963.7,793.15,1153.55,830.35,963.7,777.4615385,1148.368421,815.8947368,0,1,1,2,1,1,7,7,6,7,1
1998,2,2,6,0.379491662,1156.683333,120,6.666666667,0,0.833333333,5,4.166666667,3.333333333,4,4,4,5,2,2,11,2,1,1,1,1,743.55,871.025,1419.888889,904.95,730.0526316,736.1282051,973.6666667,855.2105263,1,1,3,2,1,1,7,7,7,7,1
1996,2,1,6,0.37961426,820.2333333,120,4.166666667,0,0.833333333,1.666666667,0.833333333,0,2,2,5,5,2,3,5,1,1,2,1,0,795.3,742.1,925.65,858.125,795.3,724.2631579,925.65,835.3513514,0,2,0,3,1,1,6,6,5,2,2
1990,1,2,7,0.379645732,889.7916667,120,6.666666667,0,0,2.5,0,0,4,4,3,1,2,4,11,1,1,2,1,0,876.45,759.05,903.15,1020.525,854.2105263,743.2105263,869.3157895,960.4722222,1,2,1,4,15,15,12,12,7,7,1
2000,1,2,4,0.379793861,730.975,120,6.666666667,0,0,0.833333333,0,0,6,2,4,4,2,1,1,1,1,2,1,0,827.15,750.05,710.35,674.125,811.4736842,715.1666667,710.35,647.2702703,1,4,0,3,1,1,5,5,2,2,2
1993,2,3,5,0.379878664,732.0166667,120,4.166666667,0,0,0.833333333,0.833333333,0,4,4,4,5,2,3,11,1,2,4,2,1,963.6,707.325,648.3,682.775,963.6,685.8947368,638.7894737,650.8157895,0,2,1,2,1,1,8,8,4,3,4
1998,2,2,6,0.379887774,816.2583333,120,5.833333333,0,0,0,0,0,3,3,5,5,2,1,1,1,1,2,1,0,954.6,805.15,736.65,798,858.9411765,784.6410256,736.65,749.6756757,3,1,0,3,155,155,4,4,6,7,1
1995,2,2,6,0.379904627,685.4833333,120,6.666666667,0,1.666666667,1.666666667,0,0,4,4,1,1,2,3,7,1,2,2,1,0,598.05,678.825,829.25,663.975,598.05,637.6578947,712.5625,645.3684211,0,2,4,2,1,1,5,5,5,3,2
1999,2,2,7,0.37990554,855.3,120,9.166666667,0,0,2.5,0,0,2,1,5,5,2,4,1,1,2,2,1,1,811.7,779.7,1018.4,871.15,811.7,721.4722222,889.2941176,837.8055556,0,4,3,4,1,1,4,4,4,7,1
2001,1,2,6,0.379912139,1125.408333,120,5,0,0,6.666666667,2.5,1.666666667,4,4,5,5,2,1,3,1,2,2,1,0,1677.75,1040.4,1040.25,976.825,1299.222222,1014.315789,1040.25,951.6315789,2,2,0,2,1,1,5,5,3,3,3
1955,2,2,5,0.379934165,1124.9,120,1.666666667,0,0,6.666666667,0,0,1,1,5,5,2,5,11,1,2,2,1,4,1247.65,1202.75,1161.55,967.35,1191.947368,1160.538462,1161.55,967.35,1,1,0,0,1,1,8,8,6,7,1
1995,2,2,6,0.379999744,828.1333333,120,6.666666667,0,0,0.833333333,0.833333333,0,4,4,5,5,2,4,6,1,1,2,1,0,936.1,666.75,971.4,863.9,932,661.5641026,945.1052632,834.9722222,2,1,1,4,1,1,8,8,2,3,4
1992,2,2,6,0.380046021,939.6,120,5,0,0,5.833333333,0.833333333,0,4,4,4,5,2,6,5,1,2,2,1,0,942.8,794.55,1139,983.35,942.8,794.55,916.9444444,902.8888889,0,0,2,4,1,1,9,9,5,2,3
1982,2,2,6,0.380075447,823.0166667,120,7.5,0,0,0,0,0,4,4,5,5,1,9,9,1,1,4,1,4,774.3,758.675,851.45,897.5,774.3,737.2894737,778.5,829.9714286,0,2,2,5,1,1,6,6,4,2,2
1991,2,2,6,0.380109571,984.425,120,6.666666667,0,0.833333333,7.5,3.333333333,0.833333333,7,1,4,3,2,2,1,1,1,2,1,0,1346.85,1026.6,638.35,934.075,1295.052632,946.9722222,626.3684211,909.3421053,1,4,1,2,1,1,7,7,4,7,1
1996,2,2,6,0.380152532,782.825,120,5.833333333,0,0,6.666666667,0,0,5,3,4,3,2,3,11,1,1,2,1,0,889.05,849,616.75,746.575,779.1052632,698.3783784,616.75,629.5945946,1,3,0,3,1,1,7,7,6,2,2
1977,2,2,2,0.38033308,844.95,120,7.5,0,0,0.833333333,0,0,4,4,3,5,2,7,7,1,1,2,1,3,807.8,783.25,957.9,868.75,807.8,735.6842105,894.8823529,808.1666667,0,2,3,4,39,1,7,7,3,3,2
1976,2,2,6,0.380400811,841.6333333,120,2.5,0,0,3.333333333,0.833333333,0.833333333,4,4,5,4,1,11,8,1,1,2,1,0,1201.7,803,737.35,752.375,1134.210526,790.6052632,737.35,752.375,1,2,0,0,155,155,7,7,6,8,1
1962,2,2,6,0.380446248,1420.583333,120,1.666666667,0,0,16.66666667,4.166666667,2.5,1,7,5,5,2,5,9,1,2,2,1,4,1256,1353.525,2110.75,1224.85,1256,1353.525,1934,1120.794872,0,0,1,1,1,1,9,9,7,2,2
1990,2,2,2,0.380451835,821.975,120,6.666666667,0,0.833333333,0.833333333,0.833333333,0,4,5,4,4,2,3,5,6,2,2,1,4,921.25,875.325,834.8,712.575,893.8421053,758.8333333,791.0526316,686.1052632,1,4,1,2,113,14,7,7,6,7,1
1976,1,2,6,0.380478464,874.9833333,120,0.833333333,0,0,0.833333333,0,0,4,4,4,5,1,9,6,1,2,2,1,0,1084.7,667.3,1065.9,882.35,1084.7,667.3,1020.052632,882.35,0,0,1,0,1,1,9,9,2,3,3
1961,1,2,6,0.380578753,874.925,120,5,0,0,5.833333333,0.833333333,0.833333333,5,4,3,4,2,7,10,1,1,2,1,0,825.95,741.025,1266.4,837.575,825.95,714.2051282,924.3529412,782.8421053,0,1,3,2,1,1,7,7,3,3,3
1973,2,2,6,0.380629637,876.4416667,120,8.333333333,0,0,2.5,0.833333333,0.833333333,6,4,4,5,1,4,9,1,2,2,1,0,1398.35,764.025,946.45,692.9,1281.235294,708.8108108,833.3888889,656.4736842,3,3,2,2,1,1,9,9,2,3,4
