birthyear,birthSex,ethnicityomb,raceomb_002,dscore,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,countrycit_num,countryres_num,edu,politicalid_7,religion2014,religionid
1999,2,2,8,0.06503478,4,6,3,4,1,5,2,6,2,5,1,1,1,1,5,4,8,2
1971,1,2,6,0.065064091,3,3,3,4,1,10,6,1,1,4,1,4,1,1,7,6,7,1
1987,2,2,6,0.065073462,4,3,4,4,2,3,11,1,1,2,1,0,1,1,7,5,7,1
1999,2,2,2,0.065126354,5,4,5,5,2,6,1,1,1,2,1,1,113,113,5,6,3,2
2002,1,2,6,0.065209039,4,4,4,5,2,,1,7,,7,,0,1,1,3,6,7,1
2003,2,1,7,0.065235888,4,3,5,5,2,2,1,1,1,2,1,3,1,1,3,5,7,1
1971,1,2,3,0.065236936,4,3,3,5,1,7,8,1,1,2,1,0,39,39,5,6,6,4
1991,1,1,6,0.065282076,5,4,2,3,2,8,8,1,1,5,2,3,225,225,9,7,7,1
2004,2,2,6,0.06531991,5,2,5,4,1,,1,1,1,2,1,1,1,1,2,4,7,1
1933,2,,6,0.065350637,4,7,4,4,2,,,1,2,2,1,0,1,1,7,5,3,4
1999,2,1,7,0.06537373,4,1,4,4,2,4,1,1,2,7,,0,1,1,4,6,2,3
2000,2,2,6,0.065537462,3,4,4,5,1,10,1,1,1,2,1,0,197,1,5,,2,3
1996,2,2,6,0.065600878,4,4,4,4,2,9,1,2,1,1,1,0,173,173,9,6,,2
1993,2,2,6,0.065601562,4,2,5,4,2,1,2,1,1,5,1,4,173,173,9,7,7,2
,2,,2,0.065708505,4,4,3,5,1,,,,,,,4,39,39,9,6,8,2
,2,,,0.06573306,3,3,4,4,2,5,11,1,1,2,1,1,1,1,7,6,7,1
1992,2,1,6,0.065735183,4,4,5,5,1,5,11,1,2,2,1,0,1,1,9,3,2,3
1991,2,2,6,0.065777959,4,4,5,5,2,4,11,2,1,1,1,0,1,1,7,6,7,2
1972,2,2,6,0.065793047,4,4,4,4,1,11,7,1,1,7,,1,39,39,9,3,7,1
2001,2,1,6,0.065802815,4,1,4,5,2,3,2,7,1,7,,0,1,1,4,6,2,1
1976,2,1,,0.065952648,6,2,4,4,2,2,10,6,1,6,1,4,177,177,9,5,2,2
2001,2,1,7,0.066062674,5,5,5,2,2,2,1,1,1,7,,0,1,1,5,7,8,1
,,,,0.066115228,,,,,,,,,,,,,,,,,,
1984,2,1,6,0.066148395,4,4,3,5,1,1,7,7,,7,,1,11,44,5,3,2,2
1998,2,1,5,0.066377198,4,1,5,5,2,1,11,1,2,2,1,4,1,1,5,7,2,1
1984,2,2,5,0.066511408,4,4,5,4,1,6,8,1,1,7,,4,1,1,5,4,3,4
1985,2,2,8,0.066553612,5,4,2,5,1,6,4,1,1,2,1,4,1,15,7,7,7,1
2001,1,3,6,0.066653285,4,4,5,5,2,4,1,1,1,2,1,0,1,1,5,4,7,1
2000,1,2,6,0.066667202,4,4,5,4,2,1,11,1,1,2,1,1,153,153,5,1,2,1
1978,1,2,,0.066683652,7,4,4,5,1,10,7,1,2,2,1,0,1,1,7,5,3,2
1997,2,2,6,0.066728618,4,4,4,3,2,3,11,1,1,5,1,2,1,1,5,4,3,1
1992,2,2,6,0.066741168,4,3,4,4,2,5,4,1,1,2,1,0,1,1,7,6,7,1
1969,2,2,6,0.066760699,4,4,4,5,1,,5,1,1,2,1,0,153,153,9,6,2,1
1995,2,1,7,0.066772848,4,4,4,4,2,1,2,1,1,2,1,1,1,1,9,5,2,3
1986,2,2,6,0.066884152,4,4,5,5,2,8,8,1,2,2,1,0,1,1,7,3,2,3
1976,2,1,6,0.066889283,6,2,4,5,1,7,8,1,1,5,2,3,31,1,7,6,7,1
1970,2,3,6,0.066924735,4,2,4,2,2,5,11,1,2,5,2,4,1,1,14,4,7,1
1989,2,2,5,0.067040019,7,2,4,5,1,3,4,1,1,1,1,0,158,1,,2,2,3
,,,,0.067179847,,,,,,,,,,,,,,,,,,
1986,1,1,6,0.067199272,5,2,5,5,2,,,2,1,1,1,3,200,200,10,3,2,2
2009,2,1,6,0.067205262,4,4,5,5,2,9,2,1,1,1,2,1,1,1,1,7,3,1
1996,1,1,3,0.067232418,6,4,5,5,1,5,6,6,1,6,1,0,1,1,6,4,3,3
2000,2,2,6,0.067273471,4,2,4,5,2,5,1,1,1,2,1,0,1,1,5,5,3,2
1994,2,2,8,0.067367866,6,3,5,5,2,11,6,1,2,2,1,1,39,1,7,6,7,1
,,,,0.067417839,,,,,,,,,,,,,,,,,,
1986,1,2,6,0.067437749,5,3,1,5,1,6,6,1,1,2,1,0,1,1,7,7,7,1
1997,2,2,6,0.067517904,5,3,5,5,2,11,3,1,1,2,1,0,1,1,7,3,3,3
,2,2,6,0.067559837,4,4,3,4,2,,6,1,1,2,1,4,1,1,9,5,3,2
1981,2,2,6,0.067581222,3,1,3,5,1,7,1,1,1,2,1,0,1,1,7,6,7,1
1992,2,2,2,0.067634264,7,7,3,3,2,4,,1,1,2,1,1,1,1,9,5,7,1
2002,1,2,7,0.067634993,4,4,5,5,2,3,1,1,2,2,1,0,1,1,3,4,5,3
1979,2,2,,0.067674549,5,3,4,5,2,5,2,1,2,2,1,0,1,1,6,3,3,3
1990,2,1,8,0.067684977,4,4,3,5,1,6,6,1,1,2,1,2,1,1,8,5,7,1
2002,2,2,6,0.067689011,4,4,4,4,2,1,2,1,1,2,1,0,55,206,,4,2,3
1986,2,3,,0.067742501,4,4,3,4,2,3,,,,,,1,130,192,4,3,1,3
1970,2,2,5,0.067757451,2,2,4,5,2,3,11,1,1,2,1,0,1,1,5,5,7,2
1979,2,2,6,0.0677631,5,2,4,4,2,8,7,1,1,5,2,4,1,1,5,4,7,1
2002,2,2,6,0.067811469,4,4,5,1,2,1,1,1,2,2,1,0,1,1,3,3,7,1
1954,2,2,6,0.067824552,5,3,4,4,2,8,11,1,2,2,1,0,1,1,14,3,3,3
1993,2,1,6,0.067842924,4,4,5,3,2,3,11,5,1,1,1,1,1,1,5,7,3,2
1989,2,2,6,0.06785402,5,3,4,5,,,,,,,,,1,,7,7,5,2
1988,2,,6,0.067876428,4,4,4,4,2,6,8,1,1,5,1,0,177,177,9,4,2,1
1996,1,2,6,0.067899185,5,3,5,5,2,5,1,1,1,2,1,0,1,1,8,7,7,1
1986,2,,2,0.067907999,5,4,4,4,2,11,6,1,1,7,,1,1,1,10,7,7,1
2000,2,,6,0.067925627,4,3,4,5,2,8,1,1,1,2,1,1,1,1,5,4,3,3
1993,1,1,6,0.067994377,4,2,5,5,2,3,11,1,1,2,1,0,1,1,7,5,7,1
2001,1,2,6,0.068045006,4,4,3,3,2,6,1,1,2,2,1,0,1,1,5,7,7,1
2000,2,1,,0.068183171,4,4,4,4,2,3,1,1,1,2,1,1,1,1,5,6,2,3
1990,2,2,6,0.068249002,5,4,5,5,2,5,11,7,,7,,0,1,1,9,5,7,2
1996,2,3,6,0.068331653,5,4,3,4,2,2,11,1,2,2,1,1,82,82,7,5,7,1
2000,1,2,6,0.068336954,4,3,5,4,2,10,1,1,1,2,1,0,1,1,5,6,7,1
2001,2,1,7,0.068364885,1,2,5,5,2,2,1,1,1,2,1,1,1,1,4,6,2,3
1997,1,2,6,0.068406032,5,4,4,4,2,5,2,1,1,2,1,0,1,1,7,6,7,1
1978,2,2,6,0.068435796,4,4,4,5,1,,6,1,1,2,1,,1,1,7,5,3,3
1982,1,2,5,0.068556589,7,7,5,3,2,1,11,2,1,6,1,0,1,1,7,3,8,4
,1,3,6,0.068602027,4,4,2,5,2,,,1,2,2,1,0,1,1,7,4,3,3
2001,2,2,6,0.068623169,4,4,5,5,2,,,,,,,,1,1,5,6,2,2
2003,1,2,6,0.068684025,4,4,4,4,2,11,1,1,2,2,1,0,1,1,4,7,7,1
1989,2,2,6,0.068703566,4,4,4,4,1,11,5,1,2,7,,1,1,1,6,3,3,3
1967,2,,6,0.068799326,4,4,3,4,1,11,4,1,2,2,1,4,1,1,7,3,2,3
2000,2,2,6,0.06890485,1,1,4,4,2,5,1,1,1,2,1,0,1,1,5,4,2,2
2000,2,2,6,0.068994649,4,4,5,4,2,1,3,6,1,6,1,3,1,1,5,4,4,4
1970,1,2,6,0.069000701,5,3,4,5,1,8,6,1,1,2,1,2,1,1,9,7,7,1
1988,2,2,3,0.069032082,7,7,4,4,2,6,6,1,2,2,1,0,225,225,9,5,4,3
2000,1,2,6,0.069153769,5,3,3,4,2,,,1,1,2,1,0,1,1,5,6,3,1
,,,,0.069211956,,,,,,,,,,,,,,,,,,
1985,1,1,7,0.069307896,2,1,5,5,2,5,11,1,1,5,2,4,1,1,6,7,2,3
1997,2,2,6,0.069392612,4,4,4,4,2,5,2,1,1,2,1,0,1,1,7,3,3,3
1989,1,2,6,0.069399857,4,4,3,5,2,3,11,1,1,2,1,0,1,1,7,2,2,3
1964,2,2,6,0.069421491,4,4,3,4,1,8,8,1,2,2,1,0,1,1,7,6,8,2
1995,2,1,6,0.069504162,4,4,4,4,2,10,4,2,1,1,1,3,31,1,8,4,2,3
1986,2,2,6,0.069513098,4,4,4,5,2,7,9,1,2,2,1,0,1,1,7,6,8,1
1975,2,2,8,0.069551557,4,2,4,5,1,9,5,1,1,7,,1,1,225,12,7,2,2
1992,2,1,7,0.069579953,4,4,5,4,2,5,1,1,2,2,1,0,1,1,7,7,7,1
1970,2,2,6,0.069586388,5,4,4,5,1,10,4,6,2,3,1,0,1,1,9,6,2,2
,1,,,0.069603197,4,4,4,5,2,11,1,1,1,4,1,2,,,,,,
1995,1,1,6,0.069731,6,4,4,4,2,2,11,1,2,2,1,0,1,1,7,6,7,2
1990,2,2,8,0.069756349,5,3,4,3,2,5,11,2,1,1,1,1,59,59,9,7,7,1
1974,1,2,5,0.069881093,4,2,4,5,2,8,9,1,1,2,1,0,1,1,9,4,3,4
1998,2,2,6,0.069885155,5,2,3,5,1,4,2,1,1,4,1,2,1,1,5,4,3,2
2001,2,2,6,0.069920998,4,4,4,4,2,3,3,3,2,2,1,0,197,197,4,2,2,3
1982,1,1,5,0.069990446,1,6,4,5,1,8,5,1,2,7,,1,1,1,9,6,7,1
2002,2,1,6,0.069998128,4,3,5,3,2,5,2,1,1,2,1,0,1,108,4,6,7,2
2001,2,2,6,0.070013741,4,4,5,4,2,5,1,1,2,2,1,0,1,1,4,6,8,1
1999,2,2,7,0.070042703,4,1,5,5,2,,2,1,2,5,2,0,1,1,6,4,2,3
1991,2,2,6,0.070063142,4,4,1,2,2,10,7,7,,7,,0,1,1,9,5,3,1
1998,2,2,6,0.070160714,1,2,5,4,2,11,1,1,1,2,1,0,1,1,7,6,5,3
2004,2,2,6,0.070215558,5,2,5,5,2,5,1,7,,7,,1,1,1,3,5,3,3
2001,2,2,6,0.070253506,1,1,5,5,2,1,11,1,1,2,1,0,197,1,4,4,3,4
1972,2,2,6,0.070264976,5,2,4,5,1,,,1,1,2,2,1,1,1,12,6,7,1
2002,2,1,6,0.070292876,1,6,5,5,2,6,2,1,2,2,1,0,1,1,6,2,2,4
1992,2,2,,0.070326577,4,4,4,4,2,2,11,5,2,2,1,0,14,14,4,6,8,2
1988,2,2,6,0.070333785,4,4,5,4,1,3,11,6,1,2,1,3,1,1,5,4,7,1
1991,1,2,6,0.070340233,4,3,5,5,2,1,11,1,1,2,1,0,1,1,8,4,7,1
2001,2,2,6,0.07048296,4,4,5,5,2,9,1,1,1,2,1,0,1,1,4,2,7,2
2003,1,2,6,0.070568766,6,5,5,4,2,,,2,1,1,1,0,1,1,4,7,7,1
,2,,,0.070635177,6,3,5,3,2,4,11,1,1,2,1,,,,,7,7,
2001,1,2,6,0.070639965,5,4,4,4,2,,1,7,,7,,0,1,1,4,6,7,1
2004,2,2,6,0.070664199,4,4,4,4,2,6,1,1,1,2,1,0,1,1,3,6,7,1
1998,2,2,6,0.070697284,4,4,5,5,2,9,7,1,1,6,2,0,1,1,5,6,3,4
2002,2,2,6,0.070829803,5,4,4,2,2,1,1,1,2,2,1,1,1,1,3,6,7,1
1971,2,2,8,0.070878699,4,4,3,5,2,11,8,1,1,7,,4,225,225,5,6,7,2
1983,1,3,6,0.070926785,4,4,5,5,2,5,7,1,2,2,1,0,82,200,14,2,2,2
1988,2,1,8,0.070965915,4,4,2,4,1,8,4,1,1,2,1,0,1,1,9,7,8,2
1995,2,2,6,0.071025986,4,3,5,3,2,5,6,1,2,2,1,0,75,75,9,5,7,1
1994,2,2,6,0.071033411,5,3,4,5,2,6,6,1,1,2,1,0,1,1,7,7,2,2
1977,2,,8,0.07106368,4,4,4,3,2,6,11,1,1,2,1,0,1,1,8,5,3,2
2003,2,2,2,0.071065119,4,4,4,4,2,,,1,1,2,1,,,,,4,7,1
1994,1,2,3,0.071149669,4,4,4,4,2,2,11,1,2,7,,1,1,1,9,6,4,2
1997,2,2,6,0.071175331,4,4,5,5,2,2,5,1,1,2,1,0,1,1,7,4,2,4
1985,2,1,7,0.071187309,4,4,5,5,1,3,5,1,1,5,2,4,1,1,8,6,2,3
1978,1,2,6,0.071189377,4,4,4,5,1,11,8,1,1,2,1,0,1,1,10,5,3,3
1997,2,2,6,0.071322871,5,4,3,5,2,1,2,1,1,2,1,0,1,1,5,3,2,2
1972,2,2,6,0.071414743,4,2,5,5,2,5,11,1,1,2,1,0,1,1,12,7,8,1
1971,2,2,6,0.071442181,5,4,3,3,2,5,7,1,1,2,1,0,1,1,5,7,7,1
1985,2,2,6,0.071465,4,3,4,4,2,1,11,1,1,2,1,0,1,1,8,5,3,4
1986,1,2,5,0.071517964,3,3,4,3,2,4,11,1,1,4,1,1,1,1,7,6,7,2
1994,1,2,6,0.071562584,4,3,4,5,2,7,6,1,1,5,2,0,1,1,8,6,7,2
1997,2,2,6,0.071606772,5,3,4,3,2,1,1,1,2,2,1,0,1,1,4,5,3,3
1993,1,1,6,0.071675113,4,4,5,5,2,1,2,1,1,5,2,1,169,169,7,4,8,3
1961,1,2,6,0.071712131,4,4,4,5,2,,,1,2,2,1,0,1,1,9,2,2,3
2003,1,2,,0.071763409,5,4,5,3,2,6,1,1,2,2,1,0,1,1,5,6,7,1
1984,2,1,8,0.071778924,7,1,3,4,1,5,9,1,2,2,1,1,174,174,9,6,2,2
1985,2,2,2,0.07178977,1,1,4,5,2,5,11,1,2,2,1,0,1,1,9,6,3,3
,1,2,6,0.071809008,6,3,4,5,,,,1,1,2,1,,1,1,4,6,7,1
2000,2,2,2,0.071835985,4,1,5,5,2,6,2,1,1,2,1,1,1,1,7,6,2,2
1994,2,1,1,0.071917983,1,1,5,5,1,1,7,1,1,2,1,3,48,1,9,4,2,4
2001,2,2,3,0.072003357,4,3,4,4,2,1,1,1,1,2,1,1,225,225,4,6,6,3
1989,2,,3,0.07201192,4,4,4,5,2,3,,1,2,2,1,0,1,1,11,7,7,2
2003,2,2,2,0.072037692,3,1,4,5,2,,,,,,,0,45,1,,4,1,4
,,,,0.072061851,5,2,5,,,,,6,2,5,1,3,,,,,,
1962,2,,6,0.072063736,4,4,5,5,2,3,5,3,2,2,1,4,1,1,7,6,7,1
2000,2,2,,0.072176189,1,2,4,5,2,11,1,6,1,6,1,0,1,1,5,6,7,2
1992,2,3,6,0.072189423,5,4,3,3,2,6,6,1,1,2,1,0,223,206,9,5,7,1
1985,1,2,6,0.072267997,5,4,4,4,2,11,8,1,1,2,1,0,1,1,14,5,7,2
2004,2,2,6,0.072284551,1,3,4,2,2,9,4,1,1,2,1,1,1,1,3,6,5,1
1993,2,2,2,0.072526481,5,4,4,4,2,11,6,1,2,2,2,0,1,1,7,6,3,3
1999,2,1,7,0.072566148,1,5,4,4,2,5,3,1,1,5,2,1,1,1,5,5,7,1
2003,2,2,6,0.072607248,6,6,4,2,2,1,1,1,1,2,1,0,1,1,3,4,7,1
1993,2,2,,0.07265779,4,4,4,5,2,1,1,5,2,1,1,0,218,218,9,5,7,1
1964,2,2,6,0.072831632,4,4,1,2,2,1,3,1,2,7,,4,39,39,8,7,7,1
1990,2,2,6,0.072869956,4,4,4,4,2,7,4,1,2,2,1,0,1,1,5,7,7,1
1989,1,2,6,0.072872856,,,,,,,,,,,,,1,1,7,4,2,2
2000,2,2,6,0.072894357,4,4,5,5,2,6,1,1,1,2,1,0,1,1,5,4,3,3
1963,1,2,6,0.072906181,4,4,3,3,2,2,6,1,1,2,1,0,225,225,7,4,7,1
2003,1,2,6,0.072906557,4,4,4,4,2,1,1,1,1,2,1,0,1,1,5,4,3,1
2001,2,2,6,0.072935927,4,3,4,4,2,7,1,6,2,6,1,4,1,1,5,3,3,4
1977,1,,,0.073069321,4,4,3,5,1,,11,1,1,2,1,0,225,225,9,,4,1
2003,2,2,8,0.073140803,4,4,5,5,2,2,1,1,1,2,1,1,1,1,,6,7,1
1995,2,2,6,0.073151499,4,3,4,3,2,,,1,1,4,1,1,1,1,6,6,7,1
1996,2,2,5,0.073289322,2,4,4,5,2,2,11,1,1,7,,4,1,1,7,6,3,3
1976,2,2,6,0.073310207,4,3,3,5,2,11,4,1,2,7,,4,1,1,14,6,5,2
1979,2,,6,0.073315421,4,6,5,5,1,8,6,1,1,2,1,0,1,1,9,2,3,3
2000,2,2,7,0.073349255,4,7,4,5,2,,1,2,2,1,1,0,218,1,5,5,7,1
1957,2,2,6,0.073395612,4,4,4,5,2,8,7,1,1,5,2,0,106,106,7,7,2,2
1985,2,2,,0.073448149,4,3,4,4,2,,10,1,1,2,1,,39,1,7,7,7,1
1993,1,,6,0.073532301,4,4,5,5,2,6,3,1,2,1,2,0,106,225,7,4,7,1
2000,2,1,7,0.073595067,4,3,5,5,2,2,,1,2,2,1,,1,1,5,5,2,3
2001,2,1,5,0.073660735,4,1,5,5,2,3,4,1,1,7,,2,1,1,5,5,2,3
1995,1,3,5,0.073673786,7,1,5,4,2,,,2,2,1,2,,83,83,7,3,3,4
1999,2,2,4,0.073702531,5,1,3,5,2,4,1,2,1,1,1,2,1,1,4,5,2,2
1990,1,2,2,0.073730275,5,3,3,4,2,9,8,5,1,5,2,1,1,1,9,5,2,2
1994,1,2,6,0.073750731,4,4,2,2,2,1,11,1,2,2,1,0,1,1,5,7,7,1
1996,2,2,2,0.073784129,4,2,5,5,2,,,1,1,2,1,1,113,1,7,6,7,2
2000,2,2,6,0.073789609,5,4,4,4,2,7,1,7,1,7,,0,1,1,5,5,2,3
1985,2,2,7,0.073804294,4,1,5,4,2,11,7,1,1,7,,1,1,1,8,6,7,1
1957,2,,,0.073836453,4,4,4,4,,,,,,,,,,,,,,
1999,1,1,5,0.07384675,7,7,5,5,2,,,1,1,4,2,4,1,1,5,4,7,1
1991,1,2,,0.073886733,5,4,4,4,2,5,10,1,2,2,1,0,1,1,8,3,2,2
1998,2,2,3,0.073890319,4,4,5,5,2,1,2,1,1,2,1,4,100,100,7,6,4,2
,2,,,0.073920046,,,,,,,,,,,,,1,1,7,7,,
2000,2,3,6,0.0739732,4,4,4,5,2,3,,6,1,6,1,0,59,59,4,5,7,1
1993,1,2,5,0.074000342,4,4,,,,,,,,,,,,,9,4,3,
1989,2,1,7,0.07407862,,4,5,5,1,,,1,1,2,1,,1,1,5,4,3,3
1993,1,2,6,0.074093619,4,4,5,3,2,,2,1,1,2,1,2,31,1,9,6,7,1
,1,2,6,0.074107336,5,3,5,5,1,7,10,1,1,2,1,0,98,98,7,2,3,3
1996,1,2,8,0.074136755,4,4,4,5,2,8,2,1,2,2,1,0,1,1,5,3,3,4
1997,1,2,6,0.074162399,4,2,4,4,2,2,4,1,1,2,1,0,225,225,5,5,3,2
2000,2,,8,0.074263149,1,3,4,5,2,11,1,1,2,2,1,0,1,1,4,4,7,2
1997,2,2,6,0.074308025,6,3,4,3,2,2,6,1,2,2,1,0,1,1,5,6,7,1
,2,2,6,0.074489546,4,3,4,4,1,11,4,1,1,7,,0,1,1,7,5,2,2
1993,2,2,6,0.074543751,4,4,4,5,1,6,7,1,2,2,1,0,1,1,5,5,3,3
1958,2,2,6,0.074583208,5,4,5,4,2,11,7,1,2,2,1,0,1,1,10,3,3,2
1980,2,2,,0.074604233,4,4,4,5,1,8,7,1,2,6,1,4,100,100,7,4,4,2
1997,2,,,0.074674801,4,5,4,5,2,,,7,,7,,0,45,1,5,7,,4
2001,1,2,6,0.074683774,5,4,4,5,2,2,1,1,2,2,1,0,225,225,4,3,7,1
1984,2,2,6,0.074920125,4,4,4,5,1,11,5,1,1,2,1,4,1,1,8,4,2,4
1992,2,,,0.075004092,5,3,5,5,2,,,1,2,2,1,,1,1,6,,,
1987,2,2,6,0.075151284,4,4,4,4,2,2,5,7,,7,,1,106,106,9,6,7,1
2002,2,1,,0.075180692,4,4,4,5,2,,1,1,2,2,1,1,44,44,3,7,2,2
1973,2,2,6,0.075313888,4,4,4,5,1,,,1,2,2,1,4,1,1,7,4,2,3
1978,2,2,5,0.075343638,4,2,4,5,1,11,7,1,1,5,1,4,1,1,13,6,3,3
1978,2,2,6,0.075459676,1,4,4,5,2,3,6,5,2,1,1,4,1,1,5,5,7,3
1978,2,2,6,0.075507078,4,4,4,5,1,6,6,5,2,1,1,4,1,1,12,5,2,2
1973,1,2,6,0.075581385,4,3,4,4,1,9,11,1,1,2,1,0,1,1,8,6,2,2
1985,1,2,7,0.075599151,7,4,4,5,2,1,11,1,1,2,1,4,1,1,9,4,2,4
,1,,,0.075599642,5,3,3,3,2,,,1,1,2,1,,,,,3,7,1
1994,2,1,,0.075621316,6,2,5,2,2,4,6,1,2,2,1,0,218,218,9,7,6,1
1972,1,2,6,0.075646108,5,4,4,4,1,5,11,1,1,2,1,,1,1,9,4,2,3
1981,1,1,6,0.075707775,6,6,3,4,1,,,1,2,2,1,,44,44,8,4,7,1
1993,1,1,6,0.075734406,4,4,4,4,2,1,3,1,1,2,1,1,1,1,7,3,7,1
,,,,0.075848829,4,4,5,3,2,,,6,2,,,,,,,,,
1972,2,2,6,0.075896204,4,2,3,5,2,8,3,1,1,7,1,0,1,1,5,7,7,1
,2,2,6,0.076030878,5,4,4,5,2,,,2,1,1,1,0,1,1,,6,3,2
2000,1,2,6,0.076120585,7,7,5,4,,,,,,,,,,,4,2,2,3
2001,2,1,8,0.076202143,1,4,3,3,2,10,1,1,1,2,1,0,1,1,5,5,2,2
1983,2,3,6,0.076259086,5,4,4,4,1,10,3,1,1,2,1,0,105,1,9,7,5,1
1989,2,2,,0.076289267,5,4,5,4,2,11,6,1,1,2,1,1,1,1,7,4,3,2
2007,2,3,6,0.076326356,4,,5,5,2,,1,1,1,2,1,1,1,1,1,7,7,2
1981,1,2,6,0.076416728,4,4,4,5,1,11,11,6,2,1,1,0,74,225,9,6,7,1
1989,2,2,6,0.076496752,5,5,4,5,2,7,6,1,1,2,1,1,1,1,9,6,7,2
1984,1,2,6,0.076503604,4,3,5,3,2,3,6,1,1,7,,0,172,225,12,6,2,2
1971,1,2,6,0.076623656,4,4,5,5,2,11,7,2,1,1,1,0,1,1,8,6,7,2
1967,2,2,6,0.076666977,1,1,5,5,1,4,11,1,1,4,1,1,1,1,6,6,3,3
1997,2,2,6,0.076693188,4,4,4,4,2,2,2,1,1,5,2,0,1,1,8,6,2,2
1995,2,2,6,0.076725684,4,7,5,5,2,7,7,1,2,2,1,0,1,1,7,6,7,1
1968,2,2,4,0.076783589,4,2,3,4,1,10,8,1,2,2,1,4,1,1,7,6,2,2
1957,2,2,6,0.0768226,,,,,,,,,,,,,1,1,9,6,7,1
1997,2,2,6,0.076929401,4,3,5,3,2,9,1,2,1,1,1,1,39,39,5,6,2,1
1985,2,,5,0.076963868,2,1,5,5,1,2,4,1,1,4,1,2,1,1,4,4,8,3
2000,2,,6,0.077058978,1,4,4,5,2,7,1,1,1,2,1,0,1,1,4,5,2,3
1988,2,2,6,0.077086952,4,3,5,3,2,8,7,1,1,5,2,3,1,1,9,6,5,3
1967,2,2,6,0.077254852,4,4,4,5,2,7,6,1,1,2,1,0,1,1,8,4,3,3
1968,2,2,6,0.077320912,,,,,,,,,,,,,1,1,9,6,7,1
1986,2,2,6,0.077362152,4,3,5,5,2,7,11,1,1,2,1,0,1,1,9,7,7,1
1966,2,2,6,0.077412376,4,2,4,3,2,4,3,1,1,4,1,4,1,1,8,6,3,1
1997,2,2,5,0.077454152,,,,,,,,,,,,,1,,7,4,6,3
1977,2,2,6,0.077455742,4,4,4,5,1,7,5,3,1,1,1,0,1,1,9,5,7,1
1976,2,2,7,0.077541645,5,4,5,5,1,11,7,6,1,1,1,0,14,14,7,5,7,1
1967,2,3,6,0.077547648,4,4,5,5,2,,8,1,2,2,2,0,104,14,7,5,7,1
1991,2,3,2,0.077557546,1,3,4,4,2,4,8,1,2,2,2,0,212,14,9,4,1,3
1993,2,2,6,0.077563429,4,4,5,5,1,,,1,2,2,1,,1,1,4,4,7,2
1988,1,,,0.07756489,6,4,5,5,1,11,8,1,1,5,1,0,,,,,,
1994,2,2,6,0.077570858,6,2,4,3,2,5,11,1,1,2,1,0,1,1,9,6,3,3
1981,2,2,,0.077601618,4,1,4,5,2,,,5,1,,,,,1,9,6,7,2
2000,2,2,6,0.077632093,3,3,3,4,2,3,1,1,2,5,2,0,1,1,6,4,3,3
1970,2,2,6,0.077666886,5,3,4,5,2,11,6,1,1,2,1,4,39,39,5,6,7,1
1983,2,2,6,0.077702548,4,3,5,5,1,8,8,1,1,2,1,0,1,1,9,6,7,1
1996,2,2,6,0.077703386,4,4,4,5,2,6,1,1,1,2,1,0,75,1,8,6,3,4
,1,,,0.077855626,4,7,3,4,2,7,7,1,1,2,1,0,,,,,,
1997,1,2,,0.077928189,7,4,5,5,2,3,7,1,1,2,1,0,1,1,6,1,3,3
,1,,,0.077928711,4,4,1,3,1,1,5,1,1,2,1,2,,,,,,
1986,2,2,6,0.077977108,4,4,4,2,2,6,6,1,1,2,1,0,225,1,12,7,7,2
1986,2,2,6,0.077984747,5,4,5,5,2,3,11,1,1,2,1,1,1,1,7,6,3,2
2000,2,1,,0.078049668,1,6,4,3,2,1,1,1,1,4,1,4,1,1,5,4,2,2
,2,1,8,0.078129464,6,4,3,5,2,2,11,1,2,2,1,0,1,1,7,7,5,2
1971,2,2,6,0.078177777,4,4,4,5,2,4,8,1,1,2,1,4,1,1,9,1,3,4
2000,1,2,6,0.078223819,4,4,4,5,2,11,1,1,2,2,1,0,1,1,5,4,,1
1967,2,2,6,0.078240336,4,4,3,5,1,4,1,1,1,2,1,4,1,1,9,6,3,3
2002,2,3,2,0.078277647,5,4,4,5,2,6,1,1,2,2,1,1,113,113,4,6,7,1
,1,,,0.078311488,6,6,4,5,2,,,1,1,2,1,0,1,1,4,4,3,3
1986,2,3,7,0.078336123,4,3,5,4,2,2,6,1,2,6,1,0,1,1,9,4,8,1
2001,2,,5,0.078440856,2,3,5,3,2,,1,1,1,4,1,2,1,1,4,4,7,1
1965,1,2,6,0.078461072,4,4,4,5,2,9,7,2,1,1,1,4,1,1,9,6,2,4
1987,2,2,6,0.078472281,4,4,4,5,1,,10,1,2,2,1,0,1,1,5,4,7,1
1965,1,2,6,0.078495507,5,4,5,5,1,10,11,7,,7,,0,225,225,9,7,3,3
1973,1,3,6,0.078546795,4,4,3,3,1,3,7,1,1,2,1,0,225,225,13,7,7,1
1999,2,2,7,0.078549885,4,4,5,5,2,2,1,1,1,2,1,0,178,1,6,5,6,3
1983,1,2,6,0.078619784,4,3,5,4,1,7,8,1,1,4,1,2,1,1,6,3,8,2
1969,2,2,6,0.078820378,,,,,,,,,,,,,1,1,7,4,7,2
1970,2,2,6,0.078821476,4,4,4,5,1,8,6,1,1,2,1,0,1,1,9,6,2,4
2000,2,2,6,0.078823535,4,4,5,4,2,,1,2,1,1,1,0,1,1,5,4,7,1
