birthyear,birthSex,ethnicityomb,raceomb_002,dscore,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,countrycit_num,countryres_num,edu,politicalid_7,religion2014,religionid
1981,2,2,5,0.331973431,4,3,5,3,2,5,11,1,1,2,1,0,1,1,9,3,3,3
1982,1,2,3,0.331978628,4,4,3,4,2,9,11,1,1,2,1,0,1,1,7,6,7,1
1999,2,2,6,0.331981617,5,3,4,4,2,1,1,1,2,2,1,0,75,75,4,5,7,1
1990,2,2,5,0.332008639,6,6,5,5,1,2,11,5,1,1,1,4,1,1,5,6,8,1
1995,2,2,2,0.332019946,5,3,4,4,2,5,11,1,2,2,1,1,39,39,7,6,7,1
1980,2,2,6,0.332051835,4,4,4,5,2,6,5,1,2,2,1,4,1,1,5,2,3,3
1996,1,2,6,0.332057665,4,4,4,4,2,2,1,1,1,2,1,1,106,225,9,6,7,2
1999,2,2,2,0.332088425,4,3,5,4,2,3,6,1,1,2,1,1,45,39,7,6,7,1
1996,2,2,6,0.332107048,5,3,4,5,2,2,11,1,1,2,1,0,1,1,7,6,7,1
1991,2,2,5,0.332137796,1,4,5,5,2,3,2,1,1,2,1,0,225,225,7,4,3,3
1995,2,2,6,0.332162293,4,4,5,5,2,5,5,6,1,6,1,1,1,1,5,6,3,4
1987,2,2,6,0.33219441,6,5,3,4,2,6,5,1,1,5,2,4,39,39,7,6,7,1
1987,2,,2,0.332209217,7,4,4,4,2,2,6,1,1,2,1,0,45,45,4,4,7,1
1991,1,2,6,0.332225908,5,3,3,3,2,4,11,1,1,2,1,3,207,207,9,7,7,1
1974,2,2,,0.332233215,4,4,5,4,2,8,11,1,2,2,1,0,1,1,12,5,2,2
1970,1,2,6,0.332264481,4,4,4,4,2,4,11,2,1,2,1,0,1,1,12,6,1,2
2001,2,2,6,0.332345246,6,4,5,5,2,,1,7,,5,2,0,1,1,4,5,7,1
2003,2,2,6,0.332386623,3,4,5,4,2,,,7,,7,,,225,225,3,7,7,1
1985,2,2,6,0.33244323,4,4,4,5,2,5,11,1,1,2,1,0,,,9,,,1
2001,2,3,6,0.332446083,4,2,4,5,2,,,1,1,2,1,0,1,1,,4,2,2
1993,2,2,5,0.332458877,5,4,3,4,2,5,2,1,1,2,1,0,1,1,8,6,3,2
2000,1,2,6,0.332492486,5,6,4,3,2,11,1,1,2,2,1,0,1,1,5,5,7,1
1973,2,1,6,0.332505583,7,1,4,4,2,4,7,1,2,2,1,1,200,153,9,6,2,1
1980,2,2,,0.332573017,1,1,5,5,1,5,6,1,1,2,1,4,1,1,8,6,7,1
1957,1,,,0.332591021,4,4,4,5,2,,,1,1,7,,0,1,1,9,4,3,3
1996,2,2,6,0.33260246,4,4,5,5,2,3,11,1,2,2,1,0,1,1,7,7,3,3
1981,2,1,8,0.332679057,4,3,4,5,1,8,1,1,2,2,1,0,231,231,9,6,2,3
2000,2,2,1,0.332679203,4,4,4,3,2,,,1,2,2,1,0,1,1,3,7,7,2
2002,2,2,5,0.332774196,1,5,5,4,2,,,1,1,7,,4,1,1,,4,8,2
2004,2,1,1,0.332792759,5,2,3,3,2,5,2,1,1,4,1,1,1,1,4,7,7,1
2002,2,2,5,0.332792933,6,2,5,4,2,4,1,1,1,2,1,1,1,1,4,4,7,2
1977,1,2,6,0.332827377,5,3,3,4,2,11,8,7,,7,,1,1,1,9,6,7,1
1997,2,1,8,0.332865212,5,5,5,4,2,6,1,1,1,2,1,4,1,1,7,3,8,4
2000,2,2,8,0.332883218,4,3,3,4,2,2,11,1,1,2,1,0,1,1,5,4,3,1
1994,2,2,2,0.332890734,5,3,4,5,2,3,6,2,1,1,1,0,1,1,7,6,7,2
1972,2,1,8,0.332942441,5,3,2,5,1,,,1,2,2,1,4,1,1,9,7,7,2
1972,2,1,7,0.332960261,4,4,4,5,2,5,7,1,1,2,1,0,1,1,8,7,7,1
1968,2,2,6,0.333032293,7,6,4,4,2,10,11,1,1,4,1,4,1,98,7,6,3,3
1976,1,2,6,0.333061368,4,3,4,3,2,11,8,1,1,4,1,0,1,1,11,3,3,2
1999,2,2,7,0.33306231,1,1,5,4,2,4,1,1,2,5,2,2,1,1,4,5,8,2
1997,2,2,2,0.333143035,2,4,5,5,2,7,1,5,2,4,1,4,1,1,8,4,7,1
1983,2,2,5,0.333181033,4,4,4,4,1,5,11,7,,7,,4,1,1,9,4,3,3
1997,2,1,8,0.333206682,4,4,4,4,2,2,11,7,,6,1,1,1,1,7,5,7,1
1983,1,3,,0.333234191,1,1,,,2,,,,,,,,218,218,14,4,6,1
1963,1,2,6,0.333234443,5,3,3,4,2,9,8,1,2,2,1,0,1,1,7,4,7,1
2003,2,3,2,0.333235166,5,3,5,3,2,4,1,1,2,6,1,1,1,1,3,3,3,2
1998,2,2,2,0.333288887,5,3,5,5,2,3,1,1,1,2,1,2,1,1,7,5,1,3
1996,2,2,6,0.333303318,4,4,4,5,2,2,11,,,,,0,39,39,7,4,7,1
1978,1,3,3,0.3333372,4,6,3,4,1,11,7,1,1,2,1,4,130,225,9,5,7,1
2001,2,2,6,0.333361985,4,3,3,5,2,,,1,1,2,1,1,155,155,4,6,7,1
1992,2,2,6,0.333387314,5,1,5,3,2,10,8,1,2,2,1,4,1,1,9,6,7,1
1996,2,2,6,0.333392935,4,3,4,3,2,6,9,1,1,2,1,1,1,1,7,7,7,1
2000,1,2,5,0.333426132,7,7,4,5,2,3,1,1,1,7,,1,1,1,5,4,2,2
1985,1,2,6,0.333474446,4,3,5,4,1,11,11,1,1,2,1,0,1,1,5,6,3,2
1986,2,2,6,0.333511687,5,3,3,5,1,11,5,1,1,2,1,0,1,1,11,5,7,1
,2,3,6,0.33351295,4,3,5,5,,,,,,,,,1,1,,6,,
1997,2,2,5,0.333524453,7,1,3,3,2,2,3,1,1,2,1,0,1,1,6,6,3,3
2001,2,1,,0.333526149,1,1,4,5,2,1,1,1,2,5,2,0,1,1,4,6,2,2
1991,1,1,7,0.333538406,4,1,5,5,2,11,4,1,1,5,2,3,139,139,7,4,2,3
1995,1,2,6,0.333558678,4,4,5,4,2,3,11,1,2,2,1,0,1,1,8,4,3,3
1997,2,2,6,0.333619378,4,4,5,4,2,6,1,1,1,2,1,0,1,1,7,7,3,3
1987,2,2,6,0.333690052,6,2,2,5,2,6,9,1,1,2,1,1,39,39,9,7,7,1
1994,2,2,3,0.333719278,4,4,4,5,2,,4,1,2,2,1,0,100,100,14,,2,3
1996,2,2,6,0.333748741,4,4,5,5,2,2,11,1,1,2,1,0,1,45,7,6,7,1
2002,2,2,6,0.33376241,6,1,5,5,2,7,1,1,2,2,2,0,1,1,3,1,3,3
1998,1,2,6,0.333769049,4,4,5,5,2,7,,1,1,2,1,1,39,39,8,7,2,2
2000,1,2,2,0.333777486,7,7,5,5,2,,1,1,2,2,1,,113,1,4,4,3,3
1974,1,2,6,0.333830808,6,2,4,5,1,11,11,1,2,7,,1,1,1,14,6,7,1
1989,2,2,2,0.33385454,6,1,4,3,2,6,11,1,1,2,1,0,14,14,9,6,7,1
1978,2,2,6,0.33387351,4,1,5,5,1,11,8,1,1,7,,0,1,1,11,7,7,1
1990,1,2,6,0.3338878,4,4,3,4,1,2,6,1,1,2,1,3,1,1,7,6,1,2
2001,2,2,6,0.333899696,4,4,5,5,2,11,6,2,1,1,1,3,1,1,11,7,7,1
1988,2,1,8,0.333926934,5,4,4,5,1,7,9,2,1,1,2,4,1,1,9,5,8,3
1986,1,2,6,0.333928938,4,4,3,5,1,1,5,1,2,2,1,0,225,190,7,6,7,1
1999,2,1,7,0.33401641,4,3,5,5,2,1,2,1,2,2,1,0,1,1,5,4,7,2
1972,2,2,6,0.334084548,6,3,4,4,2,5,8,5,1,2,1,0,1,1,9,6,2,2
1987,2,2,6,0.334118973,5,3,4,4,2,10,4,1,1,2,1,4,1,1,12,7,5,3
1984,1,1,6,0.334145661,4,4,3,4,2,6,7,1,1,2,1,1,200,225,9,6,7,1
1999,2,2,2,0.334197188,4,4,4,5,2,2,1,1,1,5,2,1,45,1,4,4,7,1
1978,1,2,6,0.334225737,4,4,4,5,1,8,10,1,2,2,1,1,1,1,9,6,7,1
1965,1,2,6,0.33423114,4,3,2,4,1,5,11,1,2,2,1,0,1,28,14,7,7,1
1990,2,2,6,0.334248316,4,3,4,5,1,10,5,1,1,2,1,0,1,1,9,7,7,1
1994,2,2,6,0.334266641,5,4,4,5,2,3,11,6,1,6,1,0,1,1,8,5,3,3
2001,2,2,7,0.334272285,5,2,4,5,2,11,1,1,1,2,1,0,1,1,4,5,2,4
1989,2,2,6,0.334280041,4,4,4,5,2,6,8,1,1,2,1,0,1,1,7,2,3,3
1980,2,2,6,0.334306126,4,3,4,4,1,5,11,1,2,2,1,0,1,1,12,6,7,1
2000,1,2,6,0.334307636,5,3,4,3,2,5,1,1,1,2,1,0,1,1,5,2,2,4
1982,1,2,6,0.334338971,4,3,4,4,2,10,6,2,1,1,1,1,14,14,9,5,1,2
,2,,,0.334348175,4,4,4,5,2,1,11,1,1,2,1,0,1,1,,4,,
1981,2,1,6,0.334353551,4,2,5,5,1,8,8,1,1,2,1,1,156,1,6,4,2,3
1999,2,2,6,0.334354836,4,2,5,5,2,1,2,1,1,2,1,0,1,1,5,4,2,2
2001,1,2,3,0.334373866,3,4,5,4,2,3,1,1,2,2,1,1,1,1,4,6,7,1
2005,1,2,3,0.334391579,6,1,5,5,2,2,1,1,2,2,1,4,1,1,3,1,8,3
1992,2,1,6,0.33453123,4,,4,2,2,2,6,1,1,5,2,4,1,1,5,6,7,1
2000,2,1,6,0.334549449,4,4,5,4,2,,1,1,1,2,1,1,31,31,5,6,7,1
1998,1,2,7,0.334555658,4,3,4,4,2,11,2,1,1,2,1,2,1,1,7,6,7,2
2002,1,2,6,0.334579725,6,4,5,4,2,1,1,1,1,2,1,0,1,1,4,4,3,2
1987,2,2,6,0.334603102,5,2,5,5,2,11,11,7,,7,,1,1,1,10,6,2,2
1970,1,2,6,0.334634055,4,4,4,4,1,10,9,1,1,2,1,0,1,1,9,5,7,1
1992,2,2,6,0.334640154,4,4,5,5,2,2,11,1,1,2,1,0,177,177,9,4,2,4
1981,2,2,6,0.33464859,4,4,5,5,1,7,5,1,1,2,1,0,1,1,7,4,3,3
1982,1,2,6,0.334679246,4,4,4,5,1,11,9,1,1,2,1,0,1,1,9,3,5,1
1979,1,2,6,0.334689024,4,4,4,5,1,11,7,1,1,4,1,4,1,1,10,6,5,2
1998,2,2,,0.334691305,4,4,4,4,2,5,2,1,2,2,1,0,1,1,7,6,7,1
1976,2,1,6,0.334698703,4,4,3,3,1,3,11,1,1,2,1,0,1,1,9,2,3,1
2000,,,,0.334710407,,,,,,,,,,,,,1,,,,,
1989,2,1,7,0.334735426,4,1,4,5,1,5,5,1,1,2,1,4,1,1,9,3,3,3
,2,,,0.334740365,4,4,4,4,2,11,7,1,2,4,1,0,,,7,,7,
,2,,3,0.334755079,4,3,4,5,2,6,11,1,1,2,1,0,,,11,4,,3
1973,2,2,6,0.334775179,4,4,4,4,1,11,11,6,2,1,1,0,1,1,9,5,3,2
1978,1,2,6,0.334817437,4,3,3,3,1,11,6,1,2,2,1,0,225,1,9,6,3,1
1980,1,2,6,0.334822819,4,4,3,5,1,6,3,1,1,2,1,0,1,1,9,6,3,3
1982,2,2,6,0.334834614,4,4,4,5,1,3,7,1,1,7,,4,1,1,6,4,3,3
1990,2,1,7,0.334838121,1,1,4,4,2,6,5,1,1,6,2,0,1,1,7,6,8,2
1946,2,3,6,0.334877105,4,4,4,5,2,3,4,2,1,1,1,4,1,1,7,7,8,2
2000,2,3,6,0.334959381,1,4,3,5,2,4,1,1,1,2,1,0,1,1,5,4,2,3
1971,2,2,6,0.335013163,4,4,4,5,2,11,5,1,1,2,1,4,1,1,7,6,7,1
1973,2,3,6,0.33503869,5,3,4,4,1,2,6,1,1,2,1,0,225,225,,3,3,1
2000,2,2,6,0.335057893,4,3,4,4,2,7,1,1,2,2,1,0,1,1,4,5,2,2
1992,2,2,6,0.335068658,5,2,4,5,1,5,5,1,2,2,1,0,1,1,8,7,7,2
1957,1,2,6,0.335198079,5,6,5,3,2,11,11,1,1,2,1,0,1,1,9,3,3,2
1992,2,3,6,0.335226338,4,4,5,1,2,2,6,1,1,2,1,0,104,104,7,6,2,2
2004,2,2,6,0.335324917,4,5,3,5,2,7,1,1,1,2,1,0,1,1,3,5,7,1
2002,2,3,6,0.335355983,3,3,5,5,2,2,2,1,2,2,1,0,1,1,4,7,7,2
1974,1,2,,0.335504908,4,3,4,4,1,5,8,1,1,2,1,0,,,12,6,6,2
1992,1,2,6,0.335677766,3,4,4,4,2,2,11,1,1,7,,0,1,1,6,5,2,4
1974,2,2,6,0.335690723,4,4,4,5,1,10,6,1,2,2,1,0,1,1,7,6,2,3
1989,2,2,6,0.335777218,3,3,5,3,2,3,6,1,2,2,1,4,1,1,8,6,3,2
1983,2,2,6,0.335800292,2,4,4,5,1,9,6,1,1,2,1,4,1,1,9,1,2,3
1972,2,2,6,0.335841715,6,2,3,5,1,5,1,1,1,2,1,4,1,1,6,2,3,4
1995,2,2,6,0.335858564,5,1,4,4,2,,11,1,1,1,1,0,75,39,9,4,7,1
1988,1,2,6,0.335918282,,,,,,,,,,,,,200,200,14,5,7,1
1997,2,3,6,0.335927033,2,4,4,4,2,,1,1,1,2,1,0,1,1,5,7,7,1
1994,1,1,6,0.335971866,4,4,4,5,2,3,7,1,1,2,1,3,200,200,9,2,2,3
1984,2,2,6,0.336004385,6,5,5,4,2,11,8,1,1,2,1,0,153,153,9,6,2,2
1998,2,1,8,0.336004956,5,4,5,4,2,10,1,6,1,6,1,0,1,1,7,7,8,3
2001,2,2,6,0.336050178,4,3,4,4,2,9,1,,,,,0,1,1,5,5,7,1
1988,1,2,2,0.336138786,4,3,2,3,2,5,11,5,2,5,2,0,1,1,7,5,3,2
,1,,,0.33621242,5,3,3,3,,,7,,,,,0,,,14,4,4,3
1998,2,1,6,0.336268409,4,1,5,5,2,3,2,1,1,4,1,2,1,1,5,3,3,4
1996,2,2,2,0.336297847,1,3,5,4,2,5,2,1,2,2,1,1,1,1,9,7,7,1
1981,2,2,6,0.336331676,4,3,5,4,2,,11,1,1,2,1,0,14,14,7,6,7,1
,2,,,0.336344006,3,3,4,4,1,9,7,1,1,2,1,4,,,,,,
1998,2,1,7,0.33636531,4,4,5,5,2,3,1,1,2,2,1,0,1,1,5,3,2,4
1985,2,2,6,0.336449746,4,3,4,4,2,1,11,5,1,5,1,,1,1,5,3,3,2
1974,2,2,6,0.336491814,5,3,1,4,1,6,5,1,1,7,,0,1,1,7,7,7,1
1987,1,2,4,0.336544405,5,4,5,4,2,7,9,1,1,2,1,0,170,1,7,6,3,3
2004,2,1,7,0.336562198,4,3,5,3,2,6,1,1,1,2,1,0,1,1,3,7,2,2
2001,2,2,6,0.336576454,5,3,4,5,2,5,2,1,2,2,1,0,1,1,4,4,2,2
2001,2,3,6,0.336620329,6,6,4,5,2,,,6,1,6,1,0,1,1,5,4,7,1
2002,2,2,6,0.336635192,5,4,4,5,2,6,1,1,1,2,1,4,1,1,4,6,2,2
1998,2,2,6,0.336660931,1,2,5,3,1,4,5,1,1,7,,2,1,1,5,7,7,1
1956,2,2,6,0.336699439,4,4,4,4,2,9,8,1,2,2,1,4,1,1,9,3,3,2
1976,1,3,6,0.33675926,5,4,3,5,1,3,9,7,,7,,0,82,82,9,4,2,2
1972,2,2,6,0.336802469,5,3,4,4,1,11,4,1,2,2,1,0,225,225,7,3,7,1
1998,2,1,7,0.336864839,5,3,4,4,2,1,1,1,2,2,1,0,1,1,7,7,2,3
2000,2,3,6,0.336892324,1,3,5,5,2,1,2,1,1,2,1,0,225,225,,2,7,1
1984,2,,,0.337163879,4,4,4,5,1,11,9,1,1,2,1,0,,,,,,
,2,2,6,0.337245091,4,2,4,5,1,,,1,2,2,1,4,1,1,6,4,3,2
1972,2,2,6,0.337328679,7,4,5,5,2,4,9,2,1,3,1,4,1,1,7,4,7,2
2001,2,2,3,0.337348885,4,3,4,4,2,9,1,7,1,7,,4,1,1,5,6,7,1
1979,2,2,6,0.337391712,4,4,4,5,1,6,11,5,1,6,2,4,1,1,,6,7,1
1992,2,2,3,0.337471981,4,3,5,5,2,1,11,1,1,2,1,0,1,1,8,7,6,3
1991,2,2,6,0.337516363,4,4,3,4,2,4,7,1,1,2,1,1,225,153,12,7,7,1
1983,1,2,5,0.337531139,6,6,4,2,2,5,1,1,1,2,1,1,1,1,6,6,7,1
1961,2,,6,0.337582433,4,6,4,4,2,4,11,1,1,1,1,0,225,224,8,7,7,1
1991,2,2,8,0.337586677,6,2,5,5,2,3,2,1,1,2,1,1,1,1,9,6,7,1
1997,2,,,0.337614418,7,2,5,5,2,,,1,2,2,1,0,1,1,7,4,7,1
1995,2,1,7,0.337714564,4,4,4,3,2,2,3,1,1,2,1,0,1,1,8,5,2,2
1994,1,2,6,0.337726493,6,6,3,3,2,6,7,1,2,2,1,0,1,1,7,6,7,1
2000,2,2,,0.337773891,4,4,5,5,2,9,6,1,1,2,1,0,1,1,6,5,7,1
1959,2,2,6,0.337779291,5,3,4,4,2,,11,1,1,6,2,0,1,1,9,3,3,2
,,,,0.337817687,,,5,5,,,,,,,,,,,,,,
1982,2,1,,0.337938881,4,4,5,5,2,2,11,1,1,5,2,0,48,48,9,4,2,3
1996,2,1,7,0.338027122,3,3,4,5,2,1,9,1,2,2,1,0,1,1,6,5,2,2
1967,2,2,6,0.338049963,6,6,5,5,1,5,6,1,1,5,2,0,1,212,9,7,7,1
1989,2,2,6,0.338086011,4,4,2,5,2,,2,1,1,2,1,0,1,1,5,7,3,4
1985,2,2,6,0.338090532,4,4,2,4,2,8,8,1,1,2,1,0,1,1,7,6,7,1
1985,1,2,6,0.338121679,6,4,5,5,2,2,10,1,1,1,1,1,16,172,9,5,7,1
1991,2,1,6,0.338144014,5,1,4,5,2,1,,1,1,5,2,1,106,106,7,7,2,2
1998,2,3,6,0.338157342,7,1,5,5,2,4,1,1,1,2,1,0,1,1,5,2,2,2
2001,2,3,7,0.338221188,4,4,5,5,2,2,1,1,1,2,1,0,100,100,4,4,2,4
,2,2,2,0.338229719,4,6,3,4,1,11,4,1,2,2,1,1,192,192,7,3,1,2
1979,1,2,6,0.338295086,4,2,5,3,2,7,11,1,1,7,,0,1,1,12,5,2,2
1962,2,2,6,0.338418969,4,4,5,5,2,,,2,1,7,,0,1,1,6,4,2,2
1998,2,2,6,0.338420139,4,4,4,4,2,8,1,1,2,2,1,0,1,1,4,5,7,1
1990,2,2,6,0.338429091,4,4,3,3,1,,,1,1,2,1,0,1,1,8,2,3,3
,2,,,0.338477229,,,3,,,,,,,,,,,,,,,
1984,2,1,6,0.338511885,4,4,4,5,1,11,6,1,1,2,1,3,,,7,6,7,1
1974,1,1,6,0.338554459,4,3,4,5,1,11,6,1,1,2,1,1,31,31,14,5,2,2
1987,1,2,,0.338581415,5,3,4,5,2,5,9,6,1,6,1,0,1,1,12,7,5,1
1989,1,2,6,0.338586263,4,4,5,5,1,3,11,1,1,2,1,0,1,1,10,6,3,4
1995,2,2,2,0.338658955,7,1,4,4,2,6,4,1,1,2,1,0,104,1,,6,7,1
1997,2,2,6,0.338666437,4,4,5,5,2,2,1,1,1,2,1,0,1,1,6,2,2,3
1962,2,,,0.338698824,4,4,4,4,2,,,1,1,2,1,0,1,1,10,2,5,3
1986,1,2,6,0.338702608,4,3,4,5,2,4,8,7,,7,,0,193,58,7,4,3,2
1956,2,2,6,0.338798171,5,2,3,4,2,6,11,1,1,2,1,0,1,1,13,6,7,1
,2,2,6,0.338846745,4,3,4,4,2,11,5,2,1,1,1,4,1,1,12,6,3,3
,,,,0.338922093,5,4,3,4,2,7,11,1,2,2,1,0,,,,,,
1973,2,3,6,0.33894254,4,4,3,5,1,6,6,1,1,2,1,0,104,104,12,5,2,2
1974,2,,,0.339029144,4,2,4,5,1,11,8,1,1,2,1,0,14,14,7,4,2,2
2003,1,3,2,0.339037553,4,3,5,5,2,1,1,7,2,1,2,0,1,1,3,,6,3
2000,2,2,6,0.339072287,4,3,5,4,2,11,1,1,1,2,1,0,1,1,5,4,7,1
1995,2,2,6,0.339077669,5,1,5,5,2,7,7,1,2,2,1,0,1,1,7,2,3,2
1989,1,2,6,0.339097737,4,4,3,3,2,4,10,1,2,2,1,0,1,1,6,4,7,1
1993,1,,6,0.339139457,3,2,5,5,2,,,1,2,2,1,1,,,7,3,6,3
1997,2,3,6,0.339140958,4,4,4,4,2,1,3,3,2,4,1,1,57,57,7,4,2,3
,2,,,0.339172312,7,5,3,4,1,,,1,2,7,,1,,,9,6,7,2
1991,2,,3,0.339197125,4,4,5,5,2,4,5,2,1,1,2,0,100,100,14,,4,3
1987,1,1,6,0.339243166,1,7,3,3,2,2,1,1,1,2,1,0,1,1,7,5,7,1
1999,2,2,6,0.339264039,5,4,4,4,2,7,1,6,1,2,1,0,1,1,7,4,3,3
1991,2,2,6,0.339412763,5,3,4,4,2,11,5,1,1,2,1,0,1,1,7,6,7,1
2000,1,1,7,0.339432085,7,4,5,5,2,3,6,2,1,1,1,0,1,1,5,3,3,4
1990,2,2,6,0.339461573,4,4,5,4,2,5,11,6,1,6,1,0,1,1,7,5,3,3
1974,2,2,8,0.339518283,4,4,3,4,2,8,11,1,2,2,1,0,1,1,10,6,2,2
1998,2,1,7,0.339565851,4,4,4,3,1,1,,1,2,2,1,3,,,6,5,2,2
1992,2,2,6,0.339617554,7,6,3,5,1,4,4,1,2,2,1,0,1,1,5,3,3,2
1981,1,2,6,0.339657896,4,4,4,4,1,11,6,1,1,2,1,0,1,1,9,7,7,1
1996,2,2,6,0.339661678,4,3,5,5,,,,,,,,,1,1,14,7,2,1
1992,2,3,3,0.339752158,4,4,5,5,2,1,4,1,2,2,1,0,100,39,9,6,8,4
,,,,0.339757989,6,6,5,5,2,4,1,2,1,1,1,4,,,,,,
,2,3,7,0.339766057,3,4,3,5,,,,1,1,1,1,,197,,,,,
1987,1,2,6,0.33976676,5,6,4,3,2,4,11,2,1,2,1,0,1,1,12,7,7,1
1990,1,2,2,0.339893025,4,4,5,4,2,11,6,1,2,2,1,0,1,1,9,6,7,1
2001,2,1,6,0.33993457,4,4,5,5,2,4,1,1,2,5,2,0,1,1,5,6,2,2
1970,2,2,6,0.339943248,4,4,4,5,1,10,6,1,2,2,1,1,225,225,11,6,3,1
2000,1,2,6,0.340022689,4,4,3,3,2,10,1,1,1,2,1,1,1,1,4,4,8,1
1994,2,2,6,0.34007206,4,2,5,5,2,2,7,1,1,7,,1,14,14,5,4,7,2
1970,2,1,6,0.340141111,1,3,5,5,2,6,9,1,1,2,1,1,1,1,12,5,3,3
1997,2,2,,0.340197435,4,3,5,5,2,3,7,1,1,7,,0,1,1,5,6,2,3
2003,2,2,6,0.340307705,5,3,4,4,2,11,1,1,2,2,1,0,1,1,3,7,7,2
,1,2,,0.340316759,4,4,5,3,2,3,1,1,1,2,1,0,188,188,7,7,7,1
1957,2,2,6,0.340397049,4,1,4,4,2,4,11,1,2,2,1,0,1,1,9,6,7,1
1998,2,1,6,0.340413444,3,2,5,5,2,,,1,2,2,1,0,1,1,7,6,2,2
2003,1,2,2,0.34053436,6,7,4,5,2,,1,1,1,2,1,0,1,1,1,5,3,4
1976,2,2,6,0.340618093,4,4,5,4,2,,11,1,1,2,1,0,225,225,5,5,2,2
1990,2,2,6,0.340659917,3,2,4,5,1,5,7,1,2,2,1,4,1,1,7,5,3,3
1998,1,2,6,0.340715447,4,6,4,2,2,5,4,1,2,5,2,0,81,81,7,5,7,1
1999,2,2,,0.340717647,6,3,4,4,2,2,2,1,1,2,1,0,1,1,6,5,3,3
1999,1,2,6,0.340747744,5,2,5,5,2,10,2,1,1,2,1,0,39,39,5,3,7,1
1991,2,2,6,0.340778395,4,4,4,5,2,2,1,1,2,2,1,0,1,1,9,6,2,2
1988,1,1,,0.340974809,4,4,4,5,2,,,6,1,6,1,,53,53,7,6,2,2
1983,2,2,6,0.341019274,4,4,5,5,1,6,7,1,1,6,2,4,1,1,9,3,3,3
1999,2,2,6,0.341031713,4,4,5,5,2,1,2,1,1,2,1,0,177,177,4,6,2,3
,2,2,2,0.34106081,4,3,4,4,2,,1,1,1,7,,0,1,1,5,5,7,2
1977,2,2,6,0.341064694,6,1,3,5,2,8,7,1,2,2,1,4,82,82,9,3,2,3
1949,2,2,5,0.341129031,4,4,2,5,2,5,11,1,1,2,1,4,1,1,4,2,3,2
,1,,,0.341166295,4,4,4,5,,,,,,,,,1,1,,4,8,4
,2,,,0.341175027,6,4,4,3,1,4,5,1,2,2,1,0,,,,,,
1973,2,2,6,0.341201343,7,3,4,4,2,11,7,1,1,2,1,0,1,1,10,7,7,1
1993,2,2,,0.341229341,4,4,3,3,2,1,11,1,1,2,1,0,225,225,9,4,3,2
1967,2,2,6,0.341270923,7,4,5,5,2,11,11,1,2,2,1,0,1,1,7,3,7,1
1994,1,2,6,0.341285635,7,7,5,5,2,3,4,1,2,2,1,0,1,1,5,4,6,3
2000,1,2,6,0.341412259,5,3,3,2,2,11,1,1,1,2,1,1,1,1,5,7,7,1
2000,2,2,6,0.34143563,1,2,4,5,2,9,1,1,1,2,1,0,1,1,5,3,7,1
1993,2,2,2,0.341499871,4,4,4,3,2,2,,1,1,2,1,,45,1,12,6,7,1
1990,1,2,6,0.341514982,4,4,4,4,2,11,6,6,2,1,1,0,1,1,7,3,7,1
1990,2,2,6,0.341529444,4,2,4,5,2,10,8,1,2,2,1,4,1,1,8,6,3,3
1974,1,2,3,0.341529869,4,5,5,5,1,11,7,1,1,2,1,4,1,1,9,4,4,2
1990,2,2,6,0.341551081,6,5,3,5,2,9,5,1,1,2,1,4,1,1,8,6,3,2
1974,1,2,6,0.341617709,4,3,5,5,1,11,11,1,1,2,1,0,1,1,12,6,3,3
1987,2,2,5,0.341653005,4,1,5,5,1,2,11,1,1,7,,1,1,1,8,4,3,4
1995,2,2,6,0.341681754,7,1,5,5,2,3,11,2,1,1,1,0,39,39,7,5,7,1
1990,2,1,6,0.341690727,4,4,4,5,2,2,11,1,2,2,1,1,139,139,9,4,2,2
1996,2,2,6,0.341697646,4,4,4,5,2,6,4,1,1,2,1,1,1,1,8,4,7,1
2000,1,2,6,0.341935678,4,4,4,3,2,4,1,1,2,2,1,4,1,1,5,5,7,1
1990,2,2,6,0.341973175,4,4,4,4,2,6,11,1,1,2,1,0,1,1,9,5,7,1
1972,1,2,6,0.342014191,4,3,3,5,1,11,6,1,2,2,1,0,1,1,7,1,3,1
1981,2,2,6,0.342035833,5,1,4,4,1,7,4,1,1,2,1,0,177,153,10,7,2,2
1992,2,2,6,0.342093742,6,2,4,4,2,5,11,1,1,2,1,0,1,1,9,6,3,2
1973,2,2,6,0.342120043,5,4,3,5,1,10,11,1,1,7,,0,1,1,14,2,3,2
1950,2,2,6,0.342155274,4,4,3,4,2,3,11,1,1,2,1,0,1,1,9,6,1,2
2001,2,2,2,0.342205017,4,3,4,3,2,,,2,1,1,1,1,1,1,5,6,3,2
2000,2,2,6,0.342224678,4,5,4,4,2,1,1,7,,7,,0,1,1,5,4,8,3
,1,,,0.342268696,4,4,4,5,2,10,1,2,1,1,1,1,1,1,5,6,2,3
2001,2,2,6,0.342269472,5,3,3,3,2,4,1,1,1,5,1,2,1,1,6,6,7,1
1986,1,2,6,0.342292886,5,4,4,5,1,11,7,1,1,2,1,0,1,1,7,3,2,3
1974,1,2,6,0.342353341,4,4,4,5,1,11,11,1,2,2,1,0,207,207,9,7,7,1
1998,2,,5,0.34253618,4,4,5,5,2,1,11,6,1,6,2,1,1,1,5,6,2,3
